"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"5185","normal(0.6)-Normal_-605_363-1023","normal(0.6)","Normal_-605_363",1023,0,0.00647,-0.00647,1,0.02843,3.00063,5,0,0.682306940371456,0.952101661779081,0.997067448680352,"svmRadialSigma","unseen","class_0","class_0",0.0584235897702027,0.338818443172808,"TN"
"5190","normal(0.6)-Normal_956_573.6-1023","normal(0.6)","Normal_956_573.6",1023,0,0.0274,-0.0274,1,0.02297,3.02749,5,0,0.694037145650049,0.951124144672532,0.997067448680352,"svmRadialSigma","unseen","class_0","class_0",0.0743161717069328,0.338818443172808,"TN"
"5195","normal(0.6)-Normal_-597_358.2-1023","normal(0.6)","Normal_-597_358.2",1023,0,0.00186,-0.00186,1,-0.09037,3.2361,9,0,0.690127077223851,0.959921798631476,0.994134897360704,"svmRadialSigma","unseen","class_0","class_0",0.121522647250462,0.338818443172808,"TN"
"5200","normal(0.6)-Normal_-277_166.2-1023","normal(0.6)","Normal_-277_166.2",1023,0,0.02342,-0.02342,1,-0.03084,2.83163,6,0,0.671554252199413,0.955034213098729,1,"svmRadialSigma","unseen","class_0","class_0",0.138013662426569,0.338818443172808,"TN"
"5201","close_normal-tukey(0.1)-1024","close_normal","tukey(0.1)",1024,0,-0.011,0.011,1,0.03826,3.03958,7,0,0.6787109375,0.95703125,0.9970703125,"svmRadialSigma","unseen","class_1","class_0",0.0729527247938597,0.338818443172808,"FN"
"5206","sym_long_tail-t(1)-1024","sym_long_tail","t(1)",1024,0,0.00071,-0.00071,1,20.04108,612.10196,165,93,0.982421875,0.98828125,0.9931640625,"svmRadialSigma","unseen","class_1","class_1",0.956659499163475,0.338818443172808,"TP"
"5211","sym_short_tail-uniform(0,1)-1024","sym_short_tail","uniform(0,1)",1024,0,-0.05079,0.05079,1,0.01578,1.78835,0,0,0.5732421875,1,1,"svmRadialSigma","unseen","class_1","class_1",0.970238457913913,0.338818443172808,"TP"
"5216","asym_long_tail-Weibull(0.5,1)-1024","asym_long_tail","Weibull(0.5,1)",1024,0,-0.3402,0.3402,1,5.29276,46.09924,117,77,0.919921875,0.95703125,0.974609375,"svmRadialSigma","unseen","class_1","class_1",0.959470508825547,0.338818443172808,"TP"
"5221","asym_short_tail-beta(2,1)-1024","asym_short_tail","beta(2,1)",1024,0,0.19929,-0.19929,1,-0.59772,2.47758,0,0,0.6318359375,0.9638671875,1,"svmRadialSigma","unseen","class_1","class_1",0.968274504424675,0.338818443172808,"TP"
"5230","normal(0.6)-Normal_548_328.8-1024","normal(0.6)","Normal_548_328.8",1024,0,0.04861,-0.04861,1,-0.12452,2.72772,3,0,0.66015625,0.9609375,0.9990234375,"svmRadialSigma","unseen","class_0","class_1",0.422068737159827,0.338818443172808,"FP"
"5235","normal(0.6)-Normal_-605_363-1024","normal(0.6)","Normal_-605_363",1024,0,0.00822,-0.00822,1,0.02797,2.99059,5,0,0.681640625,0.9521484375,0.9970703125,"svmRadialSigma","unseen","class_0","class_0",0.0589566031624182,0.338818443172808,"TN"
"5240","normal(0.6)-Normal_956_573.6-1024","normal(0.6)","Normal_956_573.6",1024,0,0.02617,-0.02617,1,0.02557,3.0007,5,0,0.6904296875,0.9521484375,0.9970703125,"svmRadialSigma","unseen","class_0","class_0",0.0711099288262407,0.338818443172808,"TN"
"5245","normal(0.6)-Normal_-597_358.2-1024","normal(0.6)","Normal_-597_358.2",1024,0,0.00814,-0.00814,1,-0.09955,3.22919,9,0,0.68359375,0.9599609375,0.994140625,"svmRadialSigma","unseen","class_0","class_0",0.0656757565580647,0.338818443172808,"TN"
"5250","normal(0.6)-Normal_-277_166.2-1024","normal(0.6)","Normal_-277_166.2",1024,0,0.01894,-0.01894,1,-0.02602,2.82049,5,0,0.669921875,0.9560546875,1,"svmRadialSigma","unseen","class_0","class_0",0.140081219588029,0.338818443172808,"TN"
"5251","close_normal-tukey(0.1)-1028","close_normal","tukey(0.1)",1028,0,-0.02708,0.02708,1,0.07688,3.08454,8,0,0.678988326848249,0.955252918287938,0.996108949416342,"svmRadialSigma","unseen","class_1","class_0",0.088200207039394,0.338818443172808,"FN"
"5256","sym_long_tail-t(1)-1028","sym_long_tail","t(1)",1028,0,0.00124,-0.00124,1,20.05805,613.56446,166,93,0.982490272373541,0.988326848249027,0.993190661478599,"svmRadialSigma","unseen","class_1","class_1",0.956923999509094,0.338818443172808,"TP"
"5261","sym_short_tail-uniform(0,1)-1028","sym_short_tail","uniform(0,1)",1028,0,-0.04757,0.04757,1,0.04012,1.81826,0,0,0.57295719844358,1,1,"svmRadialSigma","unseen","class_1","class_1",0.970478999383512,0.338818443172808,"TP"
"5266","asym_long_tail-Weibull(0.5,1)-1028","asym_long_tail","Weibull(0.5,1)",1028,0,-0.34148,0.34148,1,5.26108,45.76615,119,70,0.922178988326848,0.958171206225681,0.974708171206226,"svmRadialSigma","unseen","class_1","class_1",0.95951685983383,0.338818443172808,"TP"
"5271","asym_short_tail-beta(2,1)-1028","asym_short_tail","beta(2,1)",1028,0,0.18337,-0.18337,1,-0.54538,2.36357,0,0,0.6284046692607,0.964980544747082,1,"svmRadialSigma","unseen","class_1","class_1",0.975195006209133,0.338818443172808,"TP"
"5280","normal(0.6)-Normal_548_328.8-1028","normal(0.6)","Normal_548_328.8",1028,0,0.06227,-0.06227,1,-0.12513,2.75101,3,0,0.665369649805447,0.959143968871595,0.999027237354086,"svmRadialSigma","unseen","class_0","class_0",0.27390068734833,0.338818443172808,"TN"
"5285","normal(0.6)-Normal_-605_363-1028","normal(0.6)","Normal_-605_363",1028,0,0.01158,-0.01158,1,0.03762,2.99927,5,0,0.682879377431907,0.950389105058366,0.997081712062257,"svmRadialSigma","unseen","class_0","class_0",0.0644388068108551,0.338818443172808,"TN"
"5290","normal(0.6)-Normal_956_573.6-1028","normal(0.6)","Normal_956_573.6",1028,0,0.00748,-0.00748,1,0.01239,3.05073,6,0,0.693579766536965,0.952334630350194,0.996108949416342,"svmRadialSigma","unseen","class_0","class_0",0.0852259128630387,0.338818443172808,"TN"
"5295","normal(0.6)-Normal_-597_358.2-1028","normal(0.6)","Normal_-597_358.2",1028,0,-0.00746,0.00746,1,-0.03094,3.01481,8,0,0.671206225680934,0.957198443579767,0.996108949416342,"svmRadialSigma","unseen","class_0","class_0",0.0390060416484612,0.338818443172808,"TN"
"5300","normal(0.6)-Normal_-277_166.2-1028","normal(0.6)","Normal_-277_166.2",1028,0,0.01081,-0.01081,1,-0.01098,2.90914,6,0,0.670233463035019,0.954280155642023,0.999027237354086,"svmRadialSigma","unseen","class_0","class_0",0.0920916432573707,0.338818443172808,"TN"
"5301","close_normal-tukey(0.1)-1045","close_normal","tukey(0.1)",1045,0,-0.01868,0.01868,1,0.05313,3.04286,7,0,0.682296650717703,0.956937799043062,0.996172248803828,"svmRadialSigma","unseen","class_1","class_0",0.0933414826552704,0.338818443172808,"FN"
"5306","sym_long_tail-t(1)-1045","sym_long_tail","t(1)",1045,0,-0.00077,0.00077,1,20.05952,616.6231,182,103,0.981818181818182,0.98755980861244,0.993301435406699,"svmRadialSigma","unseen","class_1","class_1",0.957395412381722,0.338818443172808,"TP"
"5311","sym_short_tail-uniform(0,1)-1045","sym_short_tail","uniform(0,1)",1045,0,-0.01644,0.01644,1,-0.01086,1.84884,0,0,0.597129186602871,1,1,"svmRadialSigma","unseen","class_1","class_1",0.9767887166892,0.338818443172808,"TP"
"5316","asym_long_tail-Weibull(0.5,1)-1045","asym_long_tail","Weibull(0.5,1)",1045,0,-0.38232,0.38232,1,3.97367,23.91192,119,63,0.903349282296651,0.956937799043062,0.976076555023923,"svmRadialSigma","unseen","class_1","class_1",0.963776110486892,0.338818443172808,"TP"
"5321","asym_short_tail-beta(2,1)-1045","asym_short_tail","beta(2,1)",1045,0,0.24228,-0.24228,1,-0.59421,2.39757,0,0,0.645933014354067,0.964593301435407,1,"svmRadialSigma","unseen","class_1","class_1",0.953060590285899,0.338818443172808,"TP"
"5330","normal(0.6)-Normal_548_328.8-1045","normal(0.6)","Normal_548_328.8",1045,0,0.06312,-0.06312,1,-0.18511,2.80365,5,0,0.673684210526316,0.955980861244019,0.998086124401914,"svmRadialSigma","unseen","class_0","class_0",0.112589315194012,0.338818443172808,"TN"
"5335","normal(0.6)-Normal_-605_363-1045","normal(0.6)","Normal_-605_363",1045,0,0.0061,-0.0061,1,0.04884,2.97378,4,0,0.685167464114833,0.954066985645933,0.997129186602871,"svmRadialSigma","unseen","class_0","class_0",0.0695507078668559,0.338818443172808,"TN"
"5340","normal(0.6)-Normal_956_573.6-1045","normal(0.6)","Normal_956_573.6",1045,0,0.00545,-0.00545,1,0.02345,3.13628,10,0,0.696650717703349,0.947368421052632,0.996172248803828,"svmRadialSigma","unseen","class_0","class_0",0.0873256411128347,0.338818443172808,"TN"
"5345","normal(0.6)-Normal_-597_358.2-1045","normal(0.6)","Normal_-597_358.2",1045,0,-0.0181,0.0181,1,0.03231,3.03285,7,0,0.675598086124402,0.957894736842105,0.996172248803828,"svmRadialSigma","unseen","class_0","class_0",0.0679435544989934,0.338818443172808,"TN"
"5350","normal(0.6)-Normal_-277_166.2-1045","normal(0.6)","Normal_-277_166.2",1045,0,-0.02459,0.02459,1,0.05155,2.98324,8,0,0.672727272727273,0.955980861244019,0.996172248803828,"svmRadialSigma","unseen","class_0","class_0",0.0635401132439103,0.338818443172808,"TN"
"5351","close_normal-tukey(0.1)-1047","close_normal","tukey(0.1)",1047,0,0.01331,-0.01331,1,-0.04214,3.18835,12,0,0.691499522445081,0.943648519579752,0.997134670487106,"svmRadialSigma","unseen","class_1","class_0",0.122172049616493,0.338818443172808,"FN"
"5356","sym_long_tail-t(1)-1047","sym_long_tail","t(1)",1047,0,0.00037,-0.00037,1,19.97684,616.02494,185,106,0.983763132760267,0.988538681948424,0.993314231136581,"svmRadialSigma","unseen","class_1","class_1",0.956980596389699,0.338818443172808,"TP"
"5361","sym_short_tail-uniform(0,1)-1047","sym_short_tail","uniform(0,1)",1047,0,0.06952,-0.06952,1,-0.07196,1.78417,0,0,0.579751671442216,1,1,"svmRadialSigma","unseen","class_1","class_1",0.978577019007126,0.338818443172808,"TP"
"5366","asym_long_tail-Weibull(0.5,1)-1047","asym_long_tail","Weibull(0.5,1)",1047,0,-0.3527,0.3527,1,5.10098,37.94021,122,70,0.9207258834766,0.961795606494747,0.978987583572111,"svmRadialSigma","unseen","class_1","class_1",0.963436365898054,0.338818443172808,"TP"
"5371","asym_short_tail-beta(2,1)-1047","asym_short_tail","beta(2,1)",1047,0,0.21201,-0.21201,1,-0.61143,2.52462,0,0,0.652340019102197,0.957975167144222,1,"svmRadialSigma","unseen","class_1","class_1",0.952042920881363,0.338818443172808,"TP"
"5380","normal(0.6)-Normal_548_328.8-1047","normal(0.6)","Normal_548_328.8",1047,0,0.06421,-0.06421,1,-0.17108,2.7967,5,0,0.668576886341929,0.95702005730659,0.998089780324737,"svmRadialSigma","unseen","class_0","class_0",0.130767332105279,0.338818443172808,"TN"
"5385","normal(0.6)-Normal_-605_363-1047","normal(0.6)","Normal_-605_363",1047,0,0.01238,-0.01238,1,0.04597,2.99583,5,0,0.685768863419293,0.954154727793696,0.997134670487106,"svmRadialSigma","unseen","class_0","class_0",0.0712252822027929,0.338818443172808,"TN"
"5390","normal(0.6)-Normal_956_573.6-1047","normal(0.6)","Normal_956_573.6",1047,0,0.01104,-0.01104,1,0.00779,3.14395,10,0,0.696275071633238,0.948424068767908,0.996179560649475,"svmRadialSigma","unseen","class_0","class_0",0.0785777407233887,0.338818443172808,"TN"
"5395","normal(0.6)-Normal_-597_358.2-1047","normal(0.6)","Normal_-597_358.2",1047,0,-0.01368,0.01368,1,0.01371,3.04438,7,0,0.674307545367717,0.95702005730659,0.996179560649475,"svmRadialSigma","unseen","class_0","class_0",0.0514491496012778,0.338818443172808,"TN"
"5400","normal(0.6)-Normal_-277_166.2-1047","normal(0.6)","Normal_-277_166.2",1047,0,-0.03315,0.03315,1,0.05967,3.05511,10,0,0.678127984718243,0.954154727793696,0.996179560649475,"svmRadialSigma","unseen","class_0","class_0",0.0723528244160889,0.338818443172808,"TN"
"5401","close_normal-tukey(0.1)-1060","close_normal","tukey(0.1)",1060,0,0.00118,-0.00118,1,0.02275,3.46737,19,0,0.710377358490566,0.942452830188679,0.994339622641509,"svmRadialSigma","unseen","class_1","class_1",0.740060540707006,0.338818443172808,"TP"
"5406","sym_long_tail-t(1)-1060","sym_long_tail","t(1)",1060,0,-0.01734,0.01734,1,21.35,659.21012,183,108,0.986792452830189,0.991509433962264,0.994339622641509,"svmRadialSigma","unseen","class_1","class_1",0.96704102399587,0.338818443172808,"TP"
"5411","sym_short_tail-uniform(0,1)-1060","sym_short_tail","uniform(0,1)",1060,0,0.03068,-0.03068,1,-0.00885,1.78543,0,0,0.573584905660377,1,1,"svmRadialSigma","unseen","class_1","class_1",0.976522803565757,0.338818443172808,"TP"
"5416","asym_long_tail-Weibull(0.5,1)-1060","asym_long_tail","Weibull(0.5,1)",1060,0,-0.37257,0.37257,1,4.69635,37.0931,129,71,0.911320754716981,0.954716981132075,0.975471698113208,"svmRadialSigma","unseen","class_1","class_1",0.961719347025366,0.338818443172808,"TP"
"5421","asym_short_tail-beta(2,1)-1060","asym_short_tail","beta(2,1)",1060,0,0.19602,-0.19602,1,-0.55192,2.35926,0,0,0.637735849056604,0.959433962264151,1,"svmRadialSigma","unseen","class_1","class_1",0.95965305836481,0.338818443172808,"TP"
"5430","normal(0.6)-Normal_548_328.8-1060","normal(0.6)","Normal_548_328.8",1060,0,0.07678,-0.07678,1,-0.18121,2.77526,4,0,0.667924528301887,0.958490566037736,0.99811320754717,"svmRadialSigma","unseen","class_0","class_0",0.158784423666587,0.338818443172808,"TN"
"5435","normal(0.6)-Normal_-605_363-1060","normal(0.6)","Normal_-605_363",1060,0,0.00055,-0.00055,1,0.08534,2.99453,5,0,0.685849056603774,0.954716981132075,0.99622641509434,"svmRadialSigma","unseen","class_0","class_0",0.0902581999416597,0.338818443172808,"TN"
"5440","normal(0.6)-Normal_956_573.6-1060","normal(0.6)","Normal_956_573.6",1060,0,-0.02153,0.02153,1,0.01081,3.1018,10,0,0.691509433962264,0.949056603773585,0.99622641509434,"svmRadialSigma","unseen","class_0","class_0",0.0551938881924051,0.338818443172808,"TN"
"5445","normal(0.6)-Normal_-597_358.2-1060","normal(0.6)","Normal_-597_358.2",1060,0,0.0036,-0.0036,1,-0.09598,3.04551,6,0,0.677358490566038,0.957547169811321,0.997169811320755,"svmRadialSigma","unseen","class_0","class_0",0.0469562112903511,0.338818443172808,"TN"
"5450","normal(0.6)-Normal_-277_166.2-1060","normal(0.6)","Normal_-277_166.2",1060,0,-0.05855,0.05855,1,0.11182,3.08194,7,0,0.686792452830189,0.95377358490566,0.994339622641509,"svmRadialSigma","unseen","class_0","class_1",0.42119984524237,0.338818443172808,"FP"
"5451","close_normal-tukey(0.1)-1064","close_normal","tukey(0.1)",1064,0,-0.02038,0.02038,1,0.09365,3.55774,20,0,0.712406015037594,0.950187969924812,0.994360902255639,"svmRadialSigma","unseen","class_1","class_1",0.874029474594712,0.338818443172808,"TP"
"5456","sym_long_tail-t(1)-1064","sym_long_tail","t(1)",1064,0,-0.01495,0.01495,1,21.90018,687.67462,187,108,0.984962406015038,0.992481203007519,0.995300751879699,"svmRadialSigma","unseen","class_1","class_1",0.963932875134368,0.338818443172808,"TP"
"5461","sym_short_tail-uniform(0,1)-1064","sym_short_tail","uniform(0,1)",1064,0,0.00515,-0.00515,1,-0.0195,1.75535,0,0,0.575187969924812,1,1,"svmRadialSigma","unseen","class_1","class_1",0.974960891687047,0.338818443172808,"TP"
"5466","asym_long_tail-Weibull(0.5,1)-1064","asym_long_tail","Weibull(0.5,1)",1064,0,-0.34212,0.34212,1,5.6573,48.79951,131,71,0.921992481203007,0.963345864661654,0.979323308270677,"svmRadialSigma","unseen","class_1","class_1",0.962458195377409,0.338818443172808,"TP"
"5471","asym_short_tail-beta(2,1)-1064","asym_short_tail","beta(2,1)",1064,0,0.14938,-0.14938,1,-0.53271,2.39674,0,0,0.628759398496241,0.958646616541353,1,"svmRadialSigma","unseen","class_1","class_1",0.947884709024273,0.338818443172808,"TP"
"5480","normal(0.6)-Normal_548_328.8-1064","normal(0.6)","Normal_548_328.8",1064,0,0.07675,-0.07675,1,-0.1789,2.75734,4,0,0.665413533834586,0.959586466165414,0.99812030075188,"svmRadialSigma","unseen","class_0","class_0",0.185313393085778,0.338818443172808,"TN"
"5485","normal(0.6)-Normal_-605_363-1064","normal(0.6)","Normal_-605_363",1064,0,-0.00051,0.00051,1,0.07701,2.98247,4,0,0.68515037593985,0.957706766917293,0.996240601503759,"svmRadialSigma","unseen","class_0","class_0",0.104834434511059,0.338818443172808,"TN"
"5490","normal(0.6)-Normal_956_573.6-1064","normal(0.6)","Normal_956_573.6",1064,0,-0.02194,0.02194,1,0.0174,3.15262,10,0,0.694548872180451,0.946428571428571,0.996240601503759,"svmRadialSigma","unseen","class_0","class_0",0.0719159733433475,0.338818443172808,"TN"
"5495","normal(0.6)-Normal_-597_358.2-1064","normal(0.6)","Normal_-597_358.2",1064,0,0.02409,-0.02409,1,-0.13149,3.08664,9,0,0.679511278195489,0.955827067669173,0.99718045112782,"svmRadialSigma","unseen","class_0","class_0",0.0499517389106939,0.338818443172808,"TN"
"5500","normal(0.6)-Normal_-277_166.2-1064","normal(0.6)","Normal_-277_166.2",1064,0,-0.03589,0.03589,1,0.10582,3.05213,6,0,0.679511278195489,0.955827067669173,0.994360902255639,"svmRadialSigma","unseen","class_0","class_0",0.265843413401934,0.338818443172808,"TN"
"5501","close_normal-tukey(0.1)-1077","close_normal","tukey(0.1)",1077,0,-0.04365,0.04365,1,0.08918,3.59899,19,0,0.710306406685237,0.951717734447539,0.993500464252553,"svmRadialSigma","unseen","class_1","class_1",0.930308119933167,0.338818443172808,"TP"
"5506","sym_long_tail-t(1)-1077","sym_long_tail","t(1)",1077,0,0.02431,-0.02431,1,-13.5696,335.06721,190,113,0.965645311049211,0.985143918291551,0.988857938718663,"svmRadialSigma","unseen","class_1","class_1",0.950864680610574,0.338818443172808,"TP"
"5511","sym_short_tail-uniform(0,1)-1077","sym_short_tail","uniform(0,1)",1077,0,-0.03202,0.03202,1,0.02666,1.7721,0,0,0.587743732590529,1,1,"svmRadialSigma","unseen","class_1","class_1",0.97335365288432,0.338818443172808,"TP"
"5516","asym_long_tail-Weibull(0.5,1)-1077","asym_long_tail","Weibull(0.5,1)",1077,0,-0.36536,0.36536,1,4.58251,30.00618,118,75,0.91272051996286,0.958217270194986,0.978644382544104,"svmRadialSigma","unseen","class_1","class_1",0.964908442046185,0.338818443172808,"TP"
"5521","asym_short_tail-beta(2,1)-1077","asym_short_tail","beta(2,1)",1077,0,0.17094,-0.17094,1,-0.6048,2.46622,0,0,0.632311977715877,0.959145775301764,1,"svmRadialSigma","unseen","class_1","class_1",0.959499224920056,0.338818443172808,"TP"
"5530","normal(0.6)-Normal_548_328.8-1077","normal(0.6)","Normal_548_328.8",1077,0,0.06279,-0.06279,1,-0.16563,2.75371,4,0,0.665738161559889,0.963788300835655,0.998142989786444,"svmRadialSigma","unseen","class_0","class_1",0.349450644696413,0.338818443172808,"FP"
"5535","normal(0.6)-Normal_-605_363-1077","normal(0.6)","Normal_-605_363",1077,0,0.00109,-0.00109,1,0.05368,2.83477,1,0,0.672237697307335,0.958217270194986,0.999071494893222,"svmRadialSigma","unseen","class_0","class_0",0.127105098480427,0.338818443172808,"TN"
"5540","normal(0.6)-Normal_956_573.6-1077","normal(0.6)","Normal_956_573.6",1077,0,0.0031,-0.0031,1,-0.03696,3.23248,15,0,0.697307335190344,0.952646239554318,0.99535747446611,"svmRadialSigma","unseen","class_0","class_0",0.127699749761414,0.338818443172808,"TN"
"5545","normal(0.6)-Normal_-597_358.2-1077","normal(0.6)","Normal_-597_358.2",1077,0,0.01071,-0.01071,1,-0.15349,2.97291,9,0,0.677808727948004,0.957288765088208,0.996285979572888,"svmRadialSigma","unseen","class_0","class_0",0.0324645270758013,0.338818443172808,"TN"
"5550","normal(0.6)-Normal_-277_166.2-1077","normal(0.6)","Normal_-277_166.2",1077,0,-0.02681,0.02681,1,0.0704,3.16856,8,0,0.701021355617456,0.953574744661096,0.99535747446611,"svmRadialSigma","unseen","class_0","class_1",0.353920019935557,0.338818443172808,"FP"
"5551","close_normal-tukey(0.1)-1081","close_normal","tukey(0.1)",1081,0,-0.00351,0.00351,1,-0.07261,3.41772,14,0,0.695652173913043,0.955596669750231,0.995374653098982,"svmRadialSigma","unseen","class_1","class_0",0.113464021679121,0.338818443172808,"FN"
"5556","sym_long_tail-t(1)-1081","sym_long_tail","t(1)",1081,0,0.03608,-0.03608,1,-15.77394,331.71386,187,108,0.975948196114709,0.987049028677151,0.992599444958372,"svmRadialSigma","unseen","class_1","class_1",0.950219961454894,0.338818443172808,"TP"
"5561","sym_short_tail-uniform(0,1)-1081","sym_short_tail","uniform(0,1)",1081,0,0.00589,-0.00589,1,0.0012,1.84508,0,0,0.581868640148011,1,1,"svmRadialSigma","unseen","class_1","class_1",0.975637700283479,0.338818443172808,"TP"
"5566","asym_long_tail-Weibull(0.5,1)-1081","asym_long_tail","Weibull(0.5,1)",1081,0,-0.33657,0.33657,1,5.68863,52.07698,110,61,0.924144310823312,0.962072155411656,0.978723404255319,"svmRadialSigma","unseen","class_1","class_1",0.96239928941581,0.338818443172808,"TP"
"5571","asym_short_tail-beta(2,1)-1081","asym_short_tail","beta(2,1)",1081,0,0.16532,-0.16532,1,-0.5731,2.36694,0,0,0.621646623496762,0.967622571692877,1,"svmRadialSigma","unseen","class_1","class_1",0.985302272213663,0.338818443172808,"TP"
"5580","normal(0.6)-Normal_548_328.8-1081","normal(0.6)","Normal_548_328.8",1081,0,0.05314,-0.05314,1,-0.16987,2.77104,4,0,0.665124884366327,0.960222016651249,0.998149861239593,"svmRadialSigma","unseen","class_0","class_0",0.206226383928677,0.338818443172808,"TN"
"5585","normal(0.6)-Normal_-605_363-1081","normal(0.6)","Normal_-605_363",1081,0,-0.00072,0.00072,1,0.05209,2.79758,1,0,0.665124884366327,0.958371877890842,0.999074930619796,"svmRadialSigma","unseen","class_0","class_0",0.125600372371085,0.338818443172808,"TN"
"5590","normal(0.6)-Normal_956_573.6-1081","normal(0.6)","Normal_956_573.6",1081,0,-0.017,0.017,1,-0.03276,3.22943,17,0,0.692876965772433,0.954671600370028,0.994449583718779,"svmRadialSigma","unseen","class_0","class_0",0.194346029667666,0.338818443172808,"TN"
"5595","normal(0.6)-Normal_-597_358.2-1081","normal(0.6)","Normal_-597_358.2",1081,0,0.03136,-0.03136,1,-0.14194,3.03617,11,0,0.680851063829787,0.956521739130435,0.995374653098982,"svmRadialSigma","unseen","class_0","class_0",0.0438136714461685,0.338818443172808,"TN"
"5600","normal(0.6)-Normal_-277_166.2-1081","normal(0.6)","Normal_-277_166.2",1081,0,-0.01658,0.01658,1,0.02498,3.14536,8,0,0.696577243293247,0.954671600370028,0.995374653098982,"svmRadialSigma","unseen","class_0","class_0",0.201543596006453,0.338818443172808,"TN"
"5601","close_normal-tukey(0.1)-1087","close_normal","tukey(0.1)",1087,0,-0.01645,0.01645,1,-0.09728,3.47215,13,1,0.694572217111316,0.954001839926403,0.99540018399264,"svmRadialSigma","unseen","class_1","class_0",0.0768275392663352,0.338818443172808,"FN"
"5606","sym_long_tail-t(1)-1087","sym_long_tail","t(1)",1087,0,0.03592,-0.03592,1,-15.81739,333.5238,188,110,0.97608095676173,0.987120515179393,0.992640294388224,"svmRadialSigma","unseen","class_1","class_1",0.950183219494567,0.338818443172808,"TP"
"5611","sym_short_tail-uniform(0,1)-1087","sym_short_tail","uniform(0,1)",1087,0,0.04776,-0.04776,1,-0.08609,1.83848,0,0,0.575896964121435,1,1,"svmRadialSigma","unseen","class_1","class_1",0.976698484388293,0.338818443172808,"TP"
"5616","asym_long_tail-Weibull(0.5,1)-1087","asym_long_tail","Weibull(0.5,1)",1087,0,-0.33037,0.33037,1,5.88967,52.82029,116,72,0.918123275068997,0.965961361545538,0.983440662373505,"svmRadialSigma","unseen","class_1","class_1",0.965784644139477,0.338818443172808,"TP"
"5621","asym_short_tail-beta(2,1)-1087","asym_short_tail","beta(2,1)",1087,0,0.17541,-0.17541,1,-0.61241,2.41656,0,0,0.632014719411224,0.96228150873965,1,"svmRadialSigma","unseen","class_1","class_1",0.971270182510572,0.338818443172808,"TP"
"5630","normal(0.6)-Normal_548_328.8-1087","normal(0.6)","Normal_548_328.8",1087,0,0.05337,-0.05337,1,-0.15236,2.78062,4,0,0.666973321067157,0.959521619135235,0.998160073597056,"svmRadialSigma","unseen","class_0","class_0",0.178324431358888,0.338818443172808,"TN"
"5635","normal(0.6)-Normal_-605_363-1087","normal(0.6)","Normal_-605_363",1087,0,-0.01749,0.01749,1,0.07558,2.79764,1,0,0.66329346826127,0.958601655933763,0.999080036798528,"svmRadialSigma","unseen","class_0","class_0",0.122128494141959,0.338818443172808,"TN"
"5640","normal(0.6)-Normal_956_573.6-1087","normal(0.6)","Normal_956_573.6",1087,0,-0.00235,0.00235,1,-0.08786,3.14554,14,0,0.696412143514259,0.954001839926403,0.99540018399264,"svmRadialSigma","unseen","class_0","class_0",0.0978971496316468,0.338818443172808,"TN"
"5645","normal(0.6)-Normal_-597_358.2-1087","normal(0.6)","Normal_-597_358.2",1087,0,0.03051,-0.03051,1,-0.17917,3.12251,11,0,0.686292548298068,0.957681692732291,0.993560257589696,"svmRadialSigma","unseen","class_0","class_0",0.100957822395605,0.338818443172808,"TN"
"5650","normal(0.6)-Normal_-277_166.2-1087","normal(0.6)","Normal_-277_166.2",1087,0,-0.0137,0.0137,1,0.0271,3.21872,9,0,0.699172033118675,0.952161913523459,0.99540018399264,"svmRadialSigma","unseen","class_0","class_0",0.198501918815098,0.338818443172808,"TN"
"5651","close_normal-tukey(0.1)-1099","close_normal","tukey(0.1)",1099,0,0.02799,-0.02799,1,-0.15174,3.33457,14,0,0.690627843494086,0.958143767060964,0.996360327570519,"svmRadialSigma","unseen","class_1","class_0",0.0708301303714181,0.338818443172808,"FN"
"5656","sym_long_tail-t(1)-1099","sym_long_tail","t(1)",1099,0,0.03813,-0.03813,1,-15.97636,339.41196,186,109,0.977252047315742,0.988171064604186,0.992720655141037,"svmRadialSigma","unseen","class_1","class_1",0.950093102691358,0.338818443172808,"TP"
"5661","sym_short_tail-uniform(0,1)-1099","sym_short_tail","uniform(0,1)",1099,0,0.04967,-0.04967,1,-0.04458,1.86569,0,0,0.581437670609645,1,1,"svmRadialSigma","unseen","class_1","class_1",0.977030042287435,0.338818443172808,"TP"
"5666","asym_long_tail-Weibull(0.5,1)-1099","asym_long_tail","Weibull(0.5,1)",1099,0,-0.30058,0.30058,1,8.59957,114.02291,131,68,0.938125568698817,0.97179253867152,0.983621474067334,"svmRadialSigma","unseen","class_1","class_1",0.964383817299812,0.338818443172808,"TP"
"5671","asym_short_tail-beta(2,1)-1099","asym_short_tail","beta(2,1)",1099,0,0.16433,-0.16433,1,-0.55749,2.36241,0,0,0.627843494085532,0.962693357597816,1,"svmRadialSigma","unseen","class_1","class_1",0.973961981147152,0.338818443172808,"TP"
"5680","normal(0.6)-Normal_548_328.8-1099","normal(0.6)","Normal_548_328.8",1099,0,0.04817,-0.04817,1,-0.09986,2.88008,7,0,0.671519563239309,0.958143767060964,0.996360327570519,"svmRadialSigma","unseen","class_0","class_0",0.0607195066475282,0.338818443172808,"TN"
