"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"4045","normal(0.6)-Normal_-597_358.2-775","normal(0.6)","Normal_-597_358.2",775,0,-0.00033,0.00033,1,0.02594,3.21849,8,0,0.700645161290323,0.945806451612903,0.994838709677419,"gbm","unseen","class_0","class_0",0.0815828564884648,0.453550094789808,"TN"
"4050","normal(0.6)-Normal_-277_166.2-775","normal(0.6)","Normal_-277_166.2",775,0,0.03324,-0.03324,1,-0.12489,2.82549,1,0,0.685161290322581,0.949677419354839,0.998709677419355,"gbm","unseen","class_0","class_0",0.138540219355669,0.453550094789808,"TN"
"4051","close_normal-tukey(0.1)-788","close_normal","tukey(0.1)",788,0,-0.0029,0.0029,1,-0.02156,3.08148,6,0,0.676395939086294,0.951776649746193,0.99746192893401,"gbm","unseen","class_1","class_0",0.063207583092552,0.453550094789808,"FN"
"4056","sym_long_tail-t(1)-788","sym_long_tail","t(1)",788,0,0.05054,-0.05054,1,-9.93344,159.21349,138,86,0.978426395939086,0.984771573604061,0.987309644670051,"gbm","unseen","class_1","class_1",0.986298008229922,0.453550094789808,"TP"
"4061","sym_short_tail-uniform(0,1)-788","sym_short_tail","uniform(0,1)",788,0,-0.07877,0.07877,1,0.06569,1.82194,0,0,0.583756345177665,1,1,"gbm","unseen","class_1","class_1",0.989564411499148,0.453550094789808,"TP"
"4066","asym_long_tail-Weibull(0.5,1)-788","asym_long_tail","Weibull(0.5,1)",788,0,-0.35064,0.35064,1,5.14023,41.82464,87,42,0.904822335025381,0.964467005076142,0.982233502538071,"gbm","unseen","class_1","class_1",0.994510649897689,0.453550094789808,"TP"
"4071","asym_short_tail-beta(2,1)-788","asym_short_tail","beta(2,1)",788,0,0.192,-0.192,1,-0.67213,2.62107,0,0,0.648477157360406,0.951776649746193,1,"gbm","unseen","class_1","class_1",0.896630678023498,0.453550094789808,"TP"
"4080","normal(0.6)-Normal_548_328.8-788","normal(0.6)","Normal_548_328.8",788,0,-0.02282,0.02282,1,-0.04907,3.04233,4,0,0.687817258883249,0.947969543147208,0.99746192893401,"gbm","unseen","class_0","class_0",0.0529095809293348,0.453550094789808,"TN"
"4085","normal(0.6)-Normal_-605_363-788","normal(0.6)","Normal_-605_363",788,0,-0.01519,0.01519,1,-0.04685,2.88769,3,0,0.6751269035533,0.955583756345178,0.99746192893401,"gbm","unseen","class_0","class_0",0.0441330266632515,0.453550094789808,"TN"
"4090","normal(0.6)-Normal_956_573.6-788","normal(0.6)","Normal_956_573.6",788,0,0.00041,-0.00041,1,-0.02262,3.02184,7,0,0.691624365482233,0.949238578680203,0.99746192893401,"gbm","unseen","class_0","class_0",0.0621941489190603,0.453550094789808,"TN"
"4095","normal(0.6)-Normal_-597_358.2-788","normal(0.6)","Normal_-597_358.2",788,0,-0.00418,0.00418,1,0.01666,3.16376,5,0,0.695431472081218,0.947969543147208,0.996192893401015,"gbm","unseen","class_0","class_0",0.0637525638797917,0.453550094789808,"TN"
"4100","normal(0.6)-Normal_-277_166.2-788","normal(0.6)","Normal_-277_166.2",788,0,0.02169,-0.02169,1,-0.14187,2.94289,3,0,0.676395939086294,0.958121827411167,0.996192893401015,"gbm","unseen","class_0","class_0",0.0572724357341139,0.453550094789808,"TN"
"4101","close_normal-tukey(0.1)-790","close_normal","tukey(0.1)",790,0,-0.02115,0.02115,1,0.04421,2.93131,5,0,0.692405063291139,0.954430379746835,0.99620253164557,"gbm","unseen","class_1","class_0",0.0609730559572822,0.453550094789808,"FN"
"4106","sym_long_tail-t(1)-790","sym_long_tail","t(1)",790,0,0.0474,-0.0474,1,-9.68405,154.97847,135,85,0.975949367088608,0.983544303797468,0.986075949367089,"gbm","unseen","class_1","class_1",0.986298008229922,0.453550094789808,"TP"
"4111","sym_short_tail-uniform(0,1)-790","sym_short_tail","uniform(0,1)",790,0,-0.02538,0.02538,1,0.0871,1.77958,0,0,0.578481012658228,1,1,"gbm","unseen","class_1","class_1",0.989195388985253,0.453550094789808,"TP"
"4116","asym_long_tail-Weibull(0.5,1)-790","asym_long_tail","Weibull(0.5,1)",790,0,-0.32078,0.32078,1,8.05789,109.03982,95,51,0.925316455696203,0.967088607594937,0.988607594936709,"gbm","unseen","class_1","class_1",0.994510649897689,0.453550094789808,"TP"
"4121","asym_short_tail-beta(2,1)-790","asym_short_tail","beta(2,1)",790,0,0.17475,-0.17475,1,-0.64169,2.60365,0,0,0.655696202531646,0.948101265822785,1,"gbm","unseen","class_1","class_1",0.930608673556948,0.453550094789808,"TP"
"4130","normal(0.6)-Normal_548_328.8-790","normal(0.6)","Normal_548_328.8",790,0,-0.02418,0.02418,1,-0.04891,3.04124,4,0,0.689873417721519,0.948101265822785,0.99746835443038,"gbm","unseen","class_0","class_0",0.0506103490186104,0.453550094789808,"TN"
"4135","normal(0.6)-Normal_-605_363-790","normal(0.6)","Normal_-605_363",790,0,-0.01675,0.01675,1,-0.05015,2.89275,3,0,0.674683544303798,0.953164556962025,0.99746835443038,"gbm","unseen","class_0","class_0",0.0441330266632515,0.453550094789808,"TN"
"4140","normal(0.6)-Normal_956_573.6-790","normal(0.6)","Normal_956_573.6",790,0,0.00492,-0.00492,1,-0.02471,3.02526,7,0,0.69493670886076,0.950632911392405,0.99746835443038,"gbm","unseen","class_0","class_0",0.0628418450232828,0.453550094789808,"TN"
"4145","normal(0.6)-Normal_-597_358.2-790","normal(0.6)","Normal_-597_358.2",790,0,-0.0072,0.0072,1,0.02769,3.13905,5,0,0.691139240506329,0.950632911392405,0.99620253164557,"gbm","unseen","class_0","class_0",0.062413534449679,0.453550094789808,"TN"
"4150","normal(0.6)-Normal_-277_166.2-790","normal(0.6)","Normal_-277_166.2",790,0,0.0027,-0.0027,1,-0.11931,2.93274,3,0,0.674683544303798,0.958227848101266,0.99746835443038,"gbm","unseen","class_0","class_0",0.0608040161335801,0.453550094789808,"TN"
"4151","close_normal-tukey(0.1)-811","close_normal","tukey(0.1)",811,0,-0.02938,0.02938,1,0.01013,2.95744,5,0,0.69173859432799,0.956843403205919,0.996300863131936,"gbm","unseen","class_1","class_0",0.0535760961060442,0.453550094789808,"FN"
"4156","sym_long_tail-t(1)-811","sym_long_tail","t(1)",811,0,0.04367,-0.04367,1,-9.59034,155.26063,145,88,0.975339087546239,0.982737361282367,0.985203452527744,"gbm","unseen","class_1","class_1",0.985565880104742,0.453550094789808,"TP"
"4161","sym_short_tail-uniform(0,1)-811","sym_short_tail","uniform(0,1)",811,0,-0.03852,0.03852,1,0.05826,1.81416,0,0,0.588162762022195,1,1,"gbm","unseen","class_1","class_1",0.988671643329613,0.453550094789808,"TP"
"4166","asym_long_tail-Weibull(0.5,1)-811","asym_long_tail","Weibull(0.5,1)",811,0,-0.35804,0.35804,1,4.7149,32.18808,89,50,0.919852034525277,0.960542540073983,0.976572133168927,"gbm","unseen","class_1","class_1",0.994516648034581,0.453550094789808,"TP"
"4171","asym_short_tail-beta(2,1)-811","asym_short_tail","beta(2,1)",811,0,0.14368,-0.14368,1,-0.52306,2.39054,0,0,0.618988902589396,0.966707768187423,1,"gbm","unseen","class_1","class_1",0.954295084025322,0.453550094789808,"TP"
"4180","normal(0.6)-Normal_548_328.8-811","normal(0.6)","Normal_548_328.8",811,0,-0.00121,0.00121,1,-0.11936,3.21006,5,0,0.688039457459926,0.948212083847102,0.997533908754624,"gbm","unseen","class_0","class_0",0.061076838952341,0.453550094789808,"TN"
"4185","normal(0.6)-Normal_-605_363-811","normal(0.6)","Normal_-605_363",811,0,0.0131,-0.0131,1,-0.04709,2.91502,4,0,0.68557336621455,0.951911220715166,0.997533908754624,"gbm","unseen","class_0","class_0",0.0536280071052634,0.453550094789808,"TN"
"4190","normal(0.6)-Normal_956_573.6-811","normal(0.6)","Normal_956_573.6",811,0,-0.00625,0.00625,1,0.02983,3.34764,12,0,0.696670776818742,0.946979038224414,0.996300863131936,"gbm","unseen","class_0","class_0",0.21323016541139,0.453550094789808,"TN"
"4195","normal(0.6)-Normal_-597_358.2-811","normal(0.6)","Normal_-597_358.2",811,0,-0.02799,0.02799,1,-0.04983,3.18705,13,0,0.692971639950678,0.958076448828607,0.995067817509248,"gbm","unseen","class_0","class_0",0.0579043339540515,0.453550094789808,"TN"
"4200","normal(0.6)-Normal_-277_166.2-811","normal(0.6)","Normal_-277_166.2",811,0,-0.03339,0.03339,1,0.02912,2.8595,5,0,0.678175092478422,0.960542540073983,0.996300863131936,"gbm","unseen","class_0","class_0",0.0784908822556377,0.453550094789808,"TN"
"4201","close_normal-tukey(0.1)-825","close_normal","tukey(0.1)",825,0,-0.0179,0.0179,1,0.08908,3.32618,9,0,0.700606060606061,0.947878787878788,0.995151515151515,"gbm","unseen","class_1","class_0",0.253403991284209,0.453550094789808,"FN"
"4206","sym_long_tail-t(1)-825","sym_long_tail","t(1)",825,0,0.00552,-0.00552,1,-12.1952,298.6303,154,94,0.972121212121212,0.986666666666667,0.989090909090909,"gbm","unseen","class_1","class_1",0.982892543211246,0.453550094789808,"TP"
"4211","sym_short_tail-uniform(0,1)-825","sym_short_tail","uniform(0,1)",825,0,-0.01775,0.01775,1,0.00562,1.89501,0,0,0.591515151515152,1,1,"gbm","unseen","class_1","class_1",0.987045295127445,0.453550094789808,"TP"
"4216","asym_long_tail-Weibull(0.5,1)-825","asym_long_tail","Weibull(0.5,1)",825,0,-0.35168,0.35168,1,4.59148,28.53194,96,52,0.926060606060606,0.964848484848485,0.975757575757576,"gbm","unseen","class_1","class_1",0.994510649897689,0.453550094789808,"TP"
"4221","asym_short_tail-beta(2,1)-825","asym_short_tail","beta(2,1)",825,0,0.14257,-0.14257,1,-0.47754,2.3248,0,0,0.610909090909091,0.972121212121212,1,"gbm","unseen","class_1","class_1",0.974888135420107,0.453550094789808,"TP"
"4230","normal(0.6)-Normal_548_328.8-825","normal(0.6)","Normal_548_328.8",825,0,0.02325,-0.02325,1,-0.07903,3.16467,4,0,0.68969696969697,0.947878787878788,0.997575757575758,"gbm","unseen","class_0","class_0",0.0650791627884881,0.453550094789808,"TN"
"4235","normal(0.6)-Normal_-605_363-825","normal(0.6)","Normal_-605_363",825,0,-0.02045,0.02045,1,-0.03188,2.96708,6,0,0.682424242424242,0.95030303030303,0.997575757575758,"gbm","unseen","class_0","class_0",0.0585092294087677,0.453550094789808,"TN"
"4240","normal(0.6)-Normal_956_573.6-825","normal(0.6)","Normal_956_573.6",825,0,-0.03249,0.03249,1,0.04442,3.16649,9,0,0.68,0.953939393939394,0.996363636363636,"gbm","unseen","class_0","class_0",0.0692682539613277,0.453550094789808,"TN"
"4245","normal(0.6)-Normal_-597_358.2-825","normal(0.6)","Normal_-597_358.2",825,0,-0.00488,0.00488,1,-0.09214,3.01375,11,0,0.681212121212121,0.961212121212121,0.996363636363636,"gbm","unseen","class_0","class_0",0.0615174525907524,0.453550094789808,"TN"
"4250","normal(0.6)-Normal_-277_166.2-825","normal(0.6)","Normal_-277_166.2",825,0,-0.01043,0.01043,1,-0.02157,3.14807,7,0,0.673939393939394,0.957575757575758,0.995151515151515,"gbm","unseen","class_0","class_0",0.0665433944480447,0.453550094789808,"TN"
"4251","close_normal-tukey(0.1)-844","close_normal","tukey(0.1)",844,0,0.02668,-0.02668,1,-0.08057,3.00122,5,0,0.68957345971564,0.953791469194313,0.997630331753555,"gbm","unseen","class_1","class_0",0.0633883910731486,0.453550094789808,"FN"
"4256","sym_long_tail-t(1)-844","sym_long_tail","t(1)",844,0,-0.01635,0.01635,1,0.27589,251.86267,143,87,0.97867298578199,0.988151658767773,0.991706161137441,"gbm","unseen","class_1","class_1",0.982019068047993,0.453550094789808,"TP"
"4261","sym_short_tail-uniform(0,1)-844","sym_short_tail","uniform(0,1)",844,0,0.04684,-0.04684,1,-0.02586,1.75743,0,0,0.569905213270142,1,1,"gbm","unseen","class_1","class_1",0.990859108290984,0.453550094789808,"TP"
"4266","asym_long_tail-Weibull(0.5,1)-844","asym_long_tail","Weibull(0.5,1)",844,0,-0.35324,0.35324,1,5.47792,50.55288,93,44,0.922985781990521,0.958530805687204,0.981042654028436,"gbm","unseen","class_1","class_1",0.994273899276176,0.453550094789808,"TP"
"4271","asym_short_tail-beta(2,1)-844","asym_short_tail","beta(2,1)",844,0,0.14442,-0.14442,1,-0.63726,2.60211,0,0,0.645734597156398,0.950236966824645,1,"gbm","unseen","class_1","class_1",0.881677272387368,0.453550094789808,"TP"
"4280","normal(0.6)-Normal_548_328.8-844","normal(0.6)","Normal_548_328.8",844,0,0.02415,-0.02415,1,-0.07454,3.15038,4,0,0.684834123222749,0.945497630331754,0.997630331753555,"gbm","unseen","class_0","class_0",0.0867021955120335,0.453550094789808,"TN"
"4285","normal(0.6)-Normal_-605_363-844","normal(0.6)","Normal_-605_363",844,0,-0.01793,0.01793,1,0.06528,2.91716,8,0,0.67654028436019,0.958530805687204,0.998815165876777,"gbm","unseen","class_0","class_0",0.0909297868640088,0.453550094789808,"TN"
"4290","normal(0.6)-Normal_956_573.6-844","normal(0.6)","Normal_956_573.6",844,0,0.00571,-0.00571,1,-0.01342,3.03156,7,0,0.681279620853081,0.959715639810427,0.996445497630332,"gbm","unseen","class_0","class_0",0.0901082488587409,0.453550094789808,"TN"
"4295","normal(0.6)-Normal_-597_358.2-844","normal(0.6)","Normal_-597_358.2",844,0,0.03537,-0.03537,1,-0.08407,2.90875,4,0,0.686018957345972,0.953791469194313,0.998815165876777,"gbm","unseen","class_0","class_0",0.0662450194174841,0.453550094789808,"TN"
"4300","normal(0.6)-Normal_-277_166.2-844","normal(0.6)","Normal_-277_166.2",844,0,0.02438,-0.02438,1,-0.1306,3.06,5,0,0.67654028436019,0.957345971563981,0.996445497630332,"gbm","unseen","class_0","class_0",0.0648327098205348,0.453550094789808,"TN"
"4301","close_normal-tukey(0.1)-859","close_normal","tukey(0.1)",859,0,0.01809,-0.01809,1,-0.12451,3.36556,16,0,0.692665890570431,0.953434225844005,0.9953434225844,"gbm","unseen","class_1","class_0",0.259717396785972,0.453550094789808,"FN"
"4306","sym_long_tail-t(1)-859","sym_long_tail","t(1)",859,0,-0.01596,0.01596,1,1.02045,290.44729,145,88,0.977881257275902,0.989522700814901,0.993015133876601,"gbm","unseen","class_1","class_1",0.994760032291538,0.453550094789808,"TP"
"4311","sym_short_tail-uniform(0,1)-859","sym_short_tail","uniform(0,1)",859,0,-0.0125,0.0125,1,-0.0077,1.76544,0,0,0.571594877764843,1,1,"gbm","unseen","class_1","class_1",0.989561805029154,0.453550094789808,"TP"
"4316","asym_long_tail-Weibull(0.5,1)-859","asym_long_tail","Weibull(0.5,1)",859,0,-0.31036,0.31036,1,8.7867,132.7934,102,52,0.922002328288708,0.966239813736903,0.982537834691502,"gbm","unseen","class_1","class_1",0.994510649897689,0.453550094789808,"TP"
"4321","asym_short_tail-beta(2,1)-859","asym_short_tail","beta(2,1)",859,0,0.16088,-0.16088,1,-0.5658,2.33333,0,0,0.622817229336438,0.960419091967404,1,"gbm","unseen","class_1","class_1",0.959005130456424,0.453550094789808,"TP"
"4330","normal(0.6)-Normal_548_328.8-859","normal(0.6)","Normal_548_328.8",859,0,0.0187,-0.0187,1,-0.09546,3.0772,4,0,0.689173457508731,0.942956926658906,0.9988358556461,"gbm","unseen","class_0","class_0",0.273785190286262,0.453550094789808,"TN"
"4335","normal(0.6)-Normal_-605_363-859","normal(0.6)","Normal_-605_363",859,0,-0.02292,0.02292,1,0.08168,2.90248,9,0,0.681024447031432,0.956926658905704,1,"gbm","unseen","class_0","class_0",0.148618590082832,0.453550094789808,"TN"
"4340","normal(0.6)-Normal_956_573.6-859","normal(0.6)","Normal_956_573.6",859,0,-0.01406,0.01406,1,-0.04345,2.99822,6,0,0.676367869615832,0.960419091967404,0.9976717112922,"gbm","unseen","class_0","class_0",0.0619700824197669,0.453550094789808,"TN"
"4345","normal(0.6)-Normal_-597_358.2-859","normal(0.6)","Normal_-597_358.2",859,0,0.00514,-0.00514,1,-0.08802,2.8652,1,0,0.69499417927823,0.952270081490105,0.9988358556461,"gbm","unseen","class_0","class_0",0.0520314576626485,0.453550094789808,"TN"
"4350","normal(0.6)-Normal_-277_166.2-859","normal(0.6)","Normal_-277_166.2",859,0,0.03805,-0.03805,1,-0.23534,3.00149,8,0,0.676367869615832,0.956926658905704,0.9953434225844,"gbm","unseen","class_0","class_0",0.0782212285073659,0.453550094789808,"TN"
"4351","close_normal-tukey(0.1)-902","close_normal","tukey(0.1)",902,0,0.01748,-0.01748,1,0.04173,3.22045,9,0,0.690687361419069,0.956762749445676,0.994456762749446,"gbm","unseen","class_1","class_0",0.116412509476776,0.453550094789808,"FN"
"4356","sym_long_tail-t(1)-902","sym_long_tail","t(1)",902,0,0.00858,-0.00858,1,0.00538,246.64569,137,82,0.977827050997783,0.988913525498891,0.991130820399113,"gbm","unseen","class_1","class_1",0.96541206248825,0.453550094789808,"TP"
"4361","sym_short_tail-uniform(0,1)-902","sym_short_tail","uniform(0,1)",902,0,0.01717,-0.01717,1,-0.01616,1.78492,0,0,0.56430155210643,1,1,"gbm","unseen","class_1","class_1",0.988514276105791,0.453550094789808,"TP"
"4366","asym_long_tail-Weibull(0.5,1)-902","asym_long_tail","Weibull(0.5,1)",902,0,-0.38837,0.38837,1,3.52566,18.19814,97,55,0.902439024390244,0.952328159645233,0.971175166297118,"gbm","unseen","class_1","class_1",0.993200010183641,0.453550094789808,"TP"
"4371","asym_short_tail-beta(2,1)-902","asym_short_tail","beta(2,1)",902,0,0.18122,-0.18122,1,-0.67483,2.66085,0,0,0.66629711751663,0.950110864745011,1,"gbm","unseen","class_1","class_1",0.897882308209009,0.453550094789808,"TP"
"4380","normal(0.6)-Normal_548_328.8-902","normal(0.6)","Normal_548_328.8",902,0,-0.00705,0.00705,1,-0.0749,3.04313,3,0,0.681818181818182,0.945676274944568,0.998891352549889,"gbm","unseen","class_0","class_0",0.0677804086604256,0.453550094789808,"TN"
"4385","normal(0.6)-Normal_-605_363-902","normal(0.6)","Normal_-605_363",902,0,-0.00443,0.00443,1,0.03441,2.83561,5,0,0.667405764966741,0.956762749445676,1,"gbm","unseen","class_0","class_0",0.13112332445531,0.453550094789808,"TN"
"4390","normal(0.6)-Normal_956_573.6-902","normal(0.6)","Normal_956_573.6",902,0,0.01809,-0.01809,1,-0.04308,2.92008,4,0,0.682926829268293,0.952328159645233,0.998891352549889,"gbm","unseen","class_0","class_0",0.0641584596550717,0.453550094789808,"TN"
"4395","normal(0.6)-Normal_-597_358.2-902","normal(0.6)","Normal_-597_358.2",902,0,0.03812,-0.03812,1,-0.02583,2.95845,7,0,0.690687361419069,0.943458980044346,0.998891352549889,"gbm","unseen","class_0","class_0",0.39290496504868,0.453550094789808,"TN"
"4400","normal(0.6)-Normal_-277_166.2-902","normal(0.6)","Normal_-277_166.2",902,0,-0.00904,0.00904,1,0.0689,2.97697,6,0,0.680709534368071,0.960088691796009,0.995565410199557,"gbm","unseen","class_0","class_0",0.100432408758693,0.453550094789808,"TN"
"4401","close_normal-tukey(0.1)-906","close_normal","tukey(0.1)",906,0,-0.00911,0.00911,1,-0.03122,3.46804,11,0,0.700883002207506,0.95364238410596,0.99448123620309,"gbm","unseen","class_1","class_1",0.507592548586196,0.453550094789808,"TP"
"4406","sym_long_tail-t(1)-906","sym_long_tail","t(1)",906,0,-0.03752,0.03752,1,15.48941,359.87313,125,77,0.985651214128035,0.988962472406181,0.992273730684327,"gbm","unseen","class_1","class_1",0.994760032291538,0.453550094789808,"TP"
"4411","sym_short_tail-uniform(0,1)-906","sym_short_tail","uniform(0,1)",906,0,0.02453,-0.02453,1,-0.03136,1.78546,0,0,0.576158940397351,1,1,"gbm","unseen","class_1","class_1",0.990484775290422,0.453550094789808,"TP"
"4416","asym_long_tail-Weibull(0.5,1)-906","asym_long_tail","Weibull(0.5,1)",906,0,-0.35505,0.35505,1,4.96559,37.20927,101,62,0.921633554083885,0.95916114790287,0.975717439293598,"gbm","unseen","class_1","class_1",0.994273899276176,0.453550094789808,"TP"
"4421","asym_short_tail-beta(2,1)-906","asym_short_tail","beta(2,1)",906,0,0.18519,-0.18519,1,-0.53299,2.32391,0,0,0.625827814569536,0.969094922737307,1,"gbm","unseen","class_1","class_1",0.977300406159506,0.453550094789808,"TP"
"4430","normal(0.6)-Normal_548_328.8-906","normal(0.6)","Normal_548_328.8",906,0,-0.00552,0.00552,1,-0.0724,3.03477,3,0,0.681015452538631,0.945916114790287,0.998896247240618,"gbm","unseen","class_0","class_0",0.0589936303834001,0.453550094789808,"TN"
"4435","normal(0.6)-Normal_-605_363-906","normal(0.6)","Normal_-605_363",906,0,0.00277,-0.00277,1,0.02804,2.85525,4,0,0.667770419426049,0.956953642384106,1,"gbm","unseen","class_0","class_0",0.135689637066023,0.453550094789808,"TN"
"4440","normal(0.6)-Normal_956_573.6-906","normal(0.6)","Normal_956_573.6",906,0,0.01461,-0.01461,1,-0.00912,2.91896,4,0,0.682119205298013,0.951434878587196,0.998896247240618,"gbm","unseen","class_0","class_0",0.0914049899325788,0.453550094789808,"TN"
"4445","normal(0.6)-Normal_-597_358.2-906","normal(0.6)","Normal_-597_358.2",906,0,0.02677,-0.02677,1,-0.05684,2.99731,7,0,0.695364238410596,0.950331125827815,0.997792494481236,"gbm","unseen","class_0","class_0",0.0638059803449582,0.453550094789808,"TN"
"4450","normal(0.6)-Normal_-277_166.2-906","normal(0.6)","Normal_-277_166.2",906,0,-0.01989,0.01989,1,0.09465,2.92734,5,0,0.677704194260486,0.954746136865342,0.996688741721854,"gbm","unseen","class_0","class_0",0.0757234289584143,0.453550094789808,"TN"
"4451","close_normal-tukey(0.1)-917","close_normal","tukey(0.1)",917,0,-0.01698,0.01698,1,-0.10771,3.49247,13,0,0.696837513631407,0.952017448200654,0.995637949836423,"gbm","unseen","class_1","class_1",0.464306141812512,0.453550094789808,"TP"
"4456","sym_long_tail-t(1)-917","sym_long_tail","t(1)",917,0,0.03252,-0.03252,1,-30.22424,914.67197,136,83,0.998909487459106,0.998909487459106,0.998909487459106,"gbm","unseen","class_1","class_1",0.981447364370313,0.453550094789808,"TP"
"4461","sym_short_tail-uniform(0,1)-917","sym_short_tail","uniform(0,1)",917,0,0.0021,-0.0021,1,-0.02755,1.7405,0,0,0.581243184296619,1,1,"gbm","unseen","class_1","class_1",0.988154054315465,0.453550094789808,"TP"
"4466","asym_long_tail-Weibull(0.5,1)-917","asym_long_tail","Weibull(0.5,1)",917,0,-0.34977,0.34977,1,4.87399,35.7737,100,62,0.917121046892039,0.964013086150491,0.973827699018539,"gbm","unseen","class_1","class_1",0.994510649897689,0.453550094789808,"TP"
"4471","asym_short_tail-beta(2,1)-917","asym_short_tail","beta(2,1)",917,0,0.16976,-0.16976,1,-0.53626,2.31082,0,0,0.612868047982552,0.970556161395856,1,"gbm","unseen","class_1","class_1",0.9734803646186,0.453550094789808,"TP"
"4480","normal(0.6)-Normal_548_328.8-917","normal(0.6)","Normal_548_328.8",917,0,-0.00476,0.00476,1,-0.05874,3.04924,3,0,0.687022900763359,0.949836423118866,0.998909487459106,"gbm","unseen","class_0","class_0",0.0564464504811972,0.453550094789808,"TN"
"4485","normal(0.6)-Normal_-605_363-917","normal(0.6)","Normal_-605_363",917,0,0.02073,-0.02073,1,-0.01642,2.83297,3,0,0.673936750272628,0.954198473282443,1,"gbm","unseen","class_0","class_0",0.170052885764923,0.453550094789808,"TN"
"4490","normal(0.6)-Normal_956_573.6-917","normal(0.6)","Normal_956_573.6",917,0,0.05255,-0.05255,1,-0.08089,2.95706,5,0,0.69247546346783,0.946564885496183,0.996728462377317,"gbm","unseen","class_0","class_0",0.0978356092719596,0.453550094789808,"TN"
"4495","normal(0.6)-Normal_-597_358.2-917","normal(0.6)","Normal_-597_358.2",917,0,0.00973,-0.00973,1,-0.04297,2.94672,6,0,0.696837513631407,0.954198473282443,0.998909487459106,"gbm","unseen","class_0","class_0",0.0446511806025254,0.453550094789808,"TN"
"4500","normal(0.6)-Normal_-277_166.2-917","normal(0.6)","Normal_-277_166.2",917,0,-0.0087,0.0087,1,0.08821,3.1142,6,0,0.690294438386041,0.952017448200654,0.995637949836423,"gbm","unseen","class_0","class_0",0.0834093733055691,0.453550094789808,"TN"
"4501","close_normal-tukey(0.1)-920","close_normal","tukey(0.1)",920,0,-0.03858,0.03858,1,0.06133,3.14283,9,0,0.68695652173913,0.946739130434783,0.998913043478261,"gbm","unseen","class_1","class_0",0.0806927731231719,0.453550094789808,"FN"
"4506","sym_long_tail-t(1)-920","sym_long_tail","t(1)",920,0,-0.03773,0.03773,1,15.36715,358.33549,136,85,0.981521739130435,0.98804347826087,0.992391304347826,"gbm","unseen","class_1","class_1",0.994760032291538,0.453550094789808,"TP"
"4511","sym_short_tail-uniform(0,1)-920","sym_short_tail","uniform(0,1)",920,0,-0.03176,0.03176,1,0.0283,1.79395,0,0,0.581521739130435,1,1,"gbm","unseen","class_1","class_1",0.987045295127445,0.453550094789808,"TP"
"4516","asym_long_tail-Weibull(0.5,1)-920","asym_long_tail","Weibull(0.5,1)",920,0,-0.32103,0.32103,1,6.4014,62.48795,107,71,0.920652173913043,0.969565217391304,0.981521739130435,"gbm","unseen","class_1","class_1",0.994510649897689,0.453550094789808,"TP"
"4521","asym_short_tail-beta(2,1)-920","asym_short_tail","beta(2,1)",920,0,0.19858,-0.19858,1,-0.57493,2.38845,0,0,0.629347826086956,0.96304347826087,1,"gbm","unseen","class_1","class_1",0.966885181692197,0.453550094789808,"TP"
"4530","normal(0.6)-Normal_548_328.8-920","normal(0.6)","Normal_548_328.8",920,0,-0.01102,0.01102,1,-0.06804,3.04253,3,0,0.680434782608696,0.951086956521739,0.998913043478261,"gbm","unseen","class_0","class_0",0.0547327211849293,0.453550094789808,"TN"
"4535","normal(0.6)-Normal_-605_363-920","normal(0.6)","Normal_-605_363",920,0,0.01351,-0.01351,1,-0.00482,2.7942,1,0,0.671739130434783,0.954347826086957,1,"gbm","unseen","class_0","class_0",0.216586332049328,0.453550094789808,"TN"
"4540","normal(0.6)-Normal_956_573.6-920","normal(0.6)","Normal_956_573.6",920,0,0.04346,-0.04346,1,-0.05896,2.92355,4,0,0.689130434782609,0.951086956521739,0.997826086956522,"gbm","unseen","class_0","class_0",0.0487024907646807,0.453550094789808,"TN"
"4545","normal(0.6)-Normal_-597_358.2-920","normal(0.6)","Normal_-597_358.2",920,0,0.00852,-0.00852,1,-0.05586,2.91038,6,0,0.694565217391304,0.956521739130435,0.998913043478261,"gbm","unseen","class_0","class_0",0.0425259515122099,0.453550094789808,"TN"
"4550","normal(0.6)-Normal_-277_166.2-920","normal(0.6)","Normal_-277_166.2",920,0,0.01055,-0.01055,1,0.00534,3.01669,5,0,0.682608695652174,0.953260869565217,0.996739130434783,"gbm","unseen","class_0","class_0",0.05979358241027,0.453550094789808,"TN"
"4551","close_normal-tukey(0.1)-933","close_normal","tukey(0.1)",933,0,-0.02921,0.02921,1,0.02453,3.11765,8,0,0.694533762057878,0.948553054662379,0.9989281886388,"gbm","unseen","class_1","class_0",0.0645357824265621,0.453550094789808,"FN"
"4556","sym_long_tail-t(1)-933","sym_long_tail","t(1)",933,0,-0.04893,0.04893,1,19.05216,433.97553,130,79,0.982851018220793,0.989281886387996,0.993569131832797,"gbm","unseen","class_1","class_1",0.995807207633339,0.453550094789808,"TP"
"4561","sym_short_tail-uniform(0,1)-933","sym_short_tail","uniform(0,1)",933,0,-0.00697,0.00697,1,0.01825,1.74804,0,0,0.568060021436227,1,1,"gbm","unseen","class_1","class_1",0.987556297387108,0.453550094789808,"TP"
