"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"4871","asym_short_tail-beta(2,1)-963","asym_short_tail","beta(2,1)",963,0,0.14461,0.14461,1,-0.47817,2.28933,0,0,0.61993769470405,0.967808930425753,1,"svmRadialSigma","unseen","class_1","class_1",0.99148706203234,0.468671536447808,"TP"
"4879","normal(0.6)-Normal_548_328.8-963","normal(0.6)","Normal_548_328.8",963,0,-0.03851,0.03851,1,0.00703,2.9834,0.00623052959501558,0,0.687435098650052,0.950155763239875,0.998961578400831,"svmRadialSigma","unseen","class_0","class_0",0.127452443355528,0.468671536447808,"TN"
"4884","normal(0.6)-Normal_-605_363-963","normal(0.6)","Normal_-605_363",963,0,-0.02028,0.02028,1,0.0603,2.90504,0.00934579439252336,0,0.67601246105919,0.954309449636552,1,"svmRadialSigma","unseen","class_0","class_0",0.131736280329261,0.468671536447808,"TN"
"4889","normal(0.6)-Normal_956_573.6-963","normal(0.6)","Normal_956_573.6",963,0,0.01402,0.01402,1,-0.05912,2.87517,0.00415368639667705,0,0.680166147455867,0.955347871235722,0.998961578400831,"svmRadialSigma","unseen","class_0","class_0",0.0645371165946529,0.468671536447808,"TN"
"4894","normal(0.6)-Normal_-597_358.2-963","normal(0.6)","Normal_-597_358.2",963,0,0.01307,0.01307,1,-0.02608,2.95519,0.00726895119418484,0,0.692627206645898,0.952232606438214,0.998961578400831,"svmRadialSigma","unseen","class_0","class_0",0.0635603953515959,0.468671536447808,"TN"
"4899","normal(0.6)-Normal_-277_166.2-963","normal(0.6)","Normal_-277_166.2",963,0,0.01876,0.01876,1,-0.04143,3.03967,0.00519210799584631,0,0.684319833852544,0.950155763239875,0.996884735202492,"svmRadialSigma","unseen","class_0","class_0",0.0478242884396318,0.468671536447808,"TN"
"4901","close_normal-tukey(0.1)-981","close_normal","tukey(0.1)",981,0,0.01574,0.01574,1,-0.09582,3.15885,0.00713557594291539,0,0.702344546381244,0.951070336391437,0.99592252803262,"svmRadialSigma","unseen","class_1","class_0",0.101922943477367,0.468671536447808,"FN"
"4906","sym_long_tail-t(1)-981","sym_long_tail","t(1)",981,0,-0.02035,0.02035,1,22.37456,638.13562,0.164118246687054,0.0958205912334353,0.981651376146789,0.988786952089704,0.99184505606524,"svmRadialSigma","unseen","class_1","class_1",0.957788288737774,0.468671536447808,"TP"
"4911","sym_short_tail-uniform(0,1)-981","sym_short_tail","uniform(0,1)",981,0,-0.00638,0.00638,1,0.0151,1.84782,0,0,0.589194699286442,1,1,"svmRadialSigma","unseen","class_1","class_1",0.976262290304518,0.468671536447808,"TP"
"4916","asym_long_tail-Weibull(0.5,1)-981","asym_long_tail","Weibull(0.5,1)",981,0,-0.35057,0.35057,1,5.04347,39.03168,0.123343527013252,0.0682976554536188,0.922528032619776,0.958205912334353,0.978593272171254,"svmRadialSigma","unseen","class_1","class_1",0.962036747002568,0.468671536447808,"TP"
"4921","asym_short_tail-beta(2,1)-981","asym_short_tail","beta(2,1)",981,0,0.21091,0.21091,1,-0.58975,2.42061,0,0,0.63098878695209,0.959225280326198,1,"svmRadialSigma","unseen","class_1","class_1",0.965961511849552,0.468671536447808,"TP"
"4929","normal(0.6)-Normal_548_328.8-981","normal(0.6)","Normal_548_328.8",981,0,-0.037,0.037,1,-0.00864,2.99283,0.00509683995922528,0,0.689092762487258,0.948012232415902,0.998980632008155,"svmRadialSigma","unseen","class_0","class_0",0.164514829551906,0.468671536447808,"TN"
"4934","normal(0.6)-Normal_-605_363-981","normal(0.6)","Normal_-605_363",981,0,-0.00696,0.00696,1,0.06878,2.92028,0.0101936799184506,0,0.679918450560652,0.952089704383282,1,"svmRadialSigma","unseen","class_0","class_0",0.142570406909975,0.468671536447808,"TN"
"4939","normal(0.6)-Normal_956_573.6-981","normal(0.6)","Normal_956_573.6",981,0,0.03488,0.03488,1,-0.04094,2.93536,0.00509683995922528,0,0.686034658511723,0.946992864424057,0.996941896024465,"svmRadialSigma","unseen","class_0","class_0",0.0631306379512987,0.468671536447808,"TN"
"4944","normal(0.6)-Normal_-597_358.2-981","normal(0.6)","Normal_-597_358.2",981,0,-0.0085,0.0085,1,-0.01509,3.0066,0.0112130479102956,0,0.702344546381244,0.951070336391437,0.99796126401631,"svmRadialSigma","unseen","class_0","class_0",0.0798670256503635,0.468671536447808,"TN"
"4949","normal(0.6)-Normal_-277_166.2-981","normal(0.6)","Normal_-277_166.2",981,0,0.00428,0.00428,1,-0.00695,3.09827,0.00611620795107034,0,0.687054026503568,0.952089704383282,0.99796126401631,"svmRadialSigma","unseen","class_0","class_0",0.0511692816932764,0.468671536447808,"TN"
"4951","close_normal-tukey(0.1)-1005","close_normal","tukey(0.1)",1005,0,0.01104,0.01104,1,0.05943,2.92815,0.00796019900497512,0,0.675621890547264,0.950248756218905,1,"svmRadialSigma","unseen","class_1","class_0",0.204745787212761,0.468671536447808,"FN"
"4956","sym_long_tail-t(1)-1005","sym_long_tail","t(1)",1005,0,-0.01608,0.01608,1,24.44823,723.96926,0.155223880597015,0.0915422885572139,0.981094527363184,0.990049751243781,0.993034825870647,"svmRadialSigma","unseen","class_1","class_1",0.950551183978754,0.468671536447808,"TP"
"4961","sym_short_tail-uniform(0,1)-1005","sym_short_tail","uniform(0,1)",1005,0,0.02459,0.02459,1,-0.03882,1.80238,0,0,0.569154228855721,1,1,"svmRadialSigma","unseen","class_1","class_1",0.973452576446663,0.468671536447808,"TP"
"4966","asym_long_tail-Weibull(0.5,1)-1005","asym_long_tail","Weibull(0.5,1)",1005,0,-0.36588,0.36588,1,4.73225,32.82464,0.125373134328358,0.0686567164179104,0.914427860696517,0.958208955223881,0.98407960199005,"svmRadialSigma","unseen","class_1","class_1",0.95993726266991,0.468671536447808,"TP"
"4971","asym_short_tail-beta(2,1)-1005","asym_short_tail","beta(2,1)",1005,0,0.18322,0.18322,1,-0.50501,2.20267,0,0,0.626865671641791,0.964179104477612,1,"svmRadialSigma","unseen","class_1","class_1",0.981192501853885,0.468671536447808,"TP"
"4979","normal(0.6)-Normal_548_328.8-1005","normal(0.6)","Normal_548_328.8",1005,0,-0.02321,0.02321,1,-0.07205,3.14234,0.00597014925373134,0,0.691542288557214,0.951243781094527,0.998009950248756,"svmRadialSigma","unseen","class_0","class_0",0.0479937708006728,0.468671536447808,"TN"
"4984","normal(0.6)-Normal_-605_363-1005","normal(0.6)","Normal_-605_363",1005,0,0.00015,0.00015,1,0.01297,2.89637,0.00895522388059702,0,0.671641791044776,0.956218905472637,1,"svmRadialSigma","unseen","class_0","class_0",0.121572381433851,0.468671536447808,"TN"
"4989","normal(0.6)-Normal_956_573.6-1005","normal(0.6)","Normal_956_573.6",1005,0,0.0569,0.0569,1,-0.08039,2.9847,0.00398009950248756,0,0.688557213930348,0.951243781094527,0.997014925373134,"svmRadialSigma","unseen","class_0","class_0",0.0460071107381734,0.468671536447808,"TN"
"4994","normal(0.6)-Normal_-597_358.2-1005","normal(0.6)","Normal_-597_358.2",1005,0,0.00449,0.00449,1,-0.07442,3.10581,0.0119402985074627,0,0.69452736318408,0.954228855721393,0.996019900497512,"svmRadialSigma","unseen","class_0","class_0",0.067526035471242,0.468671536447808,"TN"
"4999","normal(0.6)-Normal_-277_166.2-1005","normal(0.6)","Normal_-277_166.2",1005,0,0.02243,0.02243,1,-0.06151,3.0416,0.00597014925373134,0,0.690547263681592,0.956218905472637,0.997014925373134,"svmRadialSigma","unseen","class_0","class_0",0.0484880019192335,0.468671536447808,"TN"
"5001","close_normal-tukey(0.1)-1009","close_normal","tukey(0.1)",1009,0,0.04512,0.04512,1,-0.25483,3.35543,0.0247770069375619,0,0.706640237859267,0.944499504459861,0.99603567888999,"svmRadialSigma","unseen","class_1","class_0",0.0933045624744279,0.468671536447808,"FN"
"5006","sym_long_tail-t(1)-1009","sym_long_tail","t(1)",1009,0,-0.02798,0.02798,1,24.50413,670.46488,0.147670961347869,0.0852329038652131,0.990089197224975,0.99603567888999,0.997026759167493,"svmRadialSigma","unseen","class_1","class_1",0.951529667484961,0.468671536447808,"TP"
"5011","sym_short_tail-uniform(0,1)-1009","sym_short_tail","uniform(0,1)",1009,0,0.02586,0.02586,1,-0.03859,1.88138,0,0,0.588701684836472,1,1,"svmRadialSigma","unseen","class_1","class_1",0.977682747653946,0.468671536447808,"TP"
"5016","asym_long_tail-Weibull(0.5,1)-1009","asym_long_tail","Weibull(0.5,1)",1009,0,-0.3593,0.3593,1,4.42805,28.22212,0.10406342913776,0.0644202180376611,0.919722497522299,0.958374628344896,0.977205153617443,"svmRadialSigma","unseen","class_1","class_1",0.96290857556637,0.468671536447808,"TP"
"5021","asym_short_tail-beta(2,1)-1009","asym_short_tail","beta(2,1)",1009,0,0.15693,0.15693,1,-0.52049,2.30968,0,0,0.619425173439049,0.964321110009911,1,"svmRadialSigma","unseen","class_1","class_1",0.985116653186214,0.468671536447808,"TP"
"5029","normal(0.6)-Normal_548_328.8-1009","normal(0.6)","Normal_548_328.8",1009,0,-0.02435,0.02435,1,-0.05983,3.16525,0.00594648166501487,0,0.690782953419227,0.948463825569871,0.998017839444995,"svmRadialSigma","unseen","class_0","class_0",0.0647227531684288,0.468671536447808,"TN"
"5034","normal(0.6)-Normal_-605_363-1009","normal(0.6)","Normal_-605_363",1009,0,-0.01544,0.01544,1,0.0368,2.88052,0.00594648166501487,0,0.673934588701685,0.955401387512388,1,"svmRadialSigma","unseen","class_0","class_0",0.127545197853856,0.468671536447808,"TN"
"5039","normal(0.6)-Normal_956_573.6-1009","normal(0.6)","Normal_956_573.6",1009,0,0.05342,0.05342,1,-0.0723,3.12245,0.00693756194251734,0,0.693756194251734,0.947472745292369,0.99603567888999,"svmRadialSigma","unseen","class_0","class_0",0.0579059999517791,0.468671536447808,"TN"
"5044","normal(0.6)-Normal_-597_358.2-1009","normal(0.6)","Normal_-597_358.2",1009,0,0.00526,0.00526,1,-0.0428,3.01184,0.0089197224975223,0,0.698711595639247,0.953419226957384,0.997026759167493,"svmRadialSigma","unseen","class_0","class_0",0.0655325114143763,0.468671536447808,"TN"
"5049","normal(0.6)-Normal_-277_166.2-1009","normal(0.6)","Normal_-277_166.2",1009,0,0.03375,0.03375,1,-0.091,2.99905,0.00495540138751239,0,0.68780971258672,0.955401387512388,0.997026759167493,"svmRadialSigma","unseen","class_0","class_0",0.0407086142374039,0.468671536447808,"TN"
"5051","close_normal-tukey(0.1)-1010","close_normal","tukey(0.1)",1010,0,0.0096,0.0096,1,-0.11142,3.41182,0.0188118811881188,0,0.699009900990099,0.95049504950495,0.994059405940594,"svmRadialSigma","unseen","class_1","class_0",0.390280865975001,0.468671536447808,"FN"
"5056","sym_long_tail-t(1)-1010","sym_long_tail","t(1)",1010,0,-0.00154,0.00154,1,19.9773,606.49736,0.149504950495049,0.0841584158415842,0.981188118811881,0.989108910891089,0.993069306930693,"svmRadialSigma","unseen","class_1","class_1",0.952624801340618,0.468671536447808,"TP"
"5061","sym_short_tail-uniform(0,1)-1010","sym_short_tail","uniform(0,1)",1010,0,0.03226,0.03226,1,-0.03749,1.83012,0,0,0.581188118811881,1,1,"svmRadialSigma","unseen","class_1","class_1",0.976358996797418,0.468671536447808,"TP"
"5066","asym_long_tail-Weibull(0.5,1)-1010","asym_long_tail","Weibull(0.5,1)",1010,0,-0.35739,0.35739,1,4.5956,32.03715,0.0950495049504951,0.0574257425742574,0.918811881188119,0.958415841584158,0.975247524752475,"svmRadialSigma","unseen","class_1","class_1",0.961482618104499,0.468671536447808,"TP"
"5071","asym_short_tail-beta(2,1)-1010","asym_short_tail","beta(2,1)",1010,0,0.16535,0.16535,1,-0.56723,2.41887,0,0,0.630693069306931,0.961386138613861,1,"svmRadialSigma","unseen","class_1","class_1",0.972563002984733,0.468671536447808,"TP"
"5079","normal(0.6)-Normal_548_328.8-1010","normal(0.6)","Normal_548_328.8",1010,0,-0.02568,0.02568,1,-0.05688,3.15898,0.00594059405940594,0,0.69009900990099,0.948514851485148,0.998019801980198,"svmRadialSigma","unseen","class_0","class_0",0.065100088469218,0.468671536447808,"TN"
"5084","normal(0.6)-Normal_-605_363-1010","normal(0.6)","Normal_-605_363",1010,0,-0.01212,0.01212,1,0.04033,2.88625,0.00495049504950495,0,0.674257425742574,0.956435643564356,1,"svmRadialSigma","unseen","class_0","class_0",0.129589217701216,0.468671536447808,"TN"
"5089","normal(0.6)-Normal_956_573.6-1010","normal(0.6)","Normal_956_573.6",1010,0,0.05372,0.05372,1,-0.07897,3.15119,0.00792079207920792,0,0.693069306930693,0.946534653465346,0.996039603960396,"svmRadialSigma","unseen","class_0","class_0",0.0604875455996974,0.468671536447808,"TN"
"5094","normal(0.6)-Normal_-597_358.2-1010","normal(0.6)","Normal_-597_358.2",1010,0,0.00483,0.00483,1,-0.04629,2.98856,0.00792079207920792,0,0.698019801980198,0.952475247524752,0.998019801980198,"svmRadialSigma","unseen","class_0","class_0",0.0552300047834107,0.468671536447808,"TN"
"5099","normal(0.6)-Normal_-277_166.2-1010","normal(0.6)","Normal_-277_166.2",1010,0,0.03014,0.03014,1,-0.09675,3.00708,0.00495049504950495,0,0.689108910891089,0.957425742574257,0.997029702970297,"svmRadialSigma","unseen","class_0","class_0",0.0470483544039751,0.468671536447808,"TN"
"5101","close_normal-tukey(0.1)-1016","close_normal","tukey(0.1)",1016,0,-0.00941,0.00941,1,-0.05326,3.40785,0.0187007874015748,0,0.698818897637795,0.949803149606299,0.99507874015748,"svmRadialSigma","unseen","class_1","class_0",0.175633206532035,0.468671536447808,"FN"
"5106","sym_long_tail-t(1)-1016","sym_long_tail","t(1)",1016,0,-0.00958,0.00958,1,19.26836,571.99866,0.15255905511811,0.0856299212598425,0.981299212598425,0.988188976377953,0.993110236220472,"svmRadialSigma","unseen","class_1","class_1",0.95052254212725,0.468671536447808,"TP"
"5111","sym_short_tail-uniform(0,1)-1016","sym_short_tail","uniform(0,1)",1016,0,0.03372,0.03372,1,-0.04516,1.82225,0,0,0.571850393700787,1,1,"svmRadialSigma","unseen","class_1","class_1",0.974127510491265,0.468671536447808,"TP"
"5116","asym_long_tail-Weibull(0.5,1)-1016","asym_long_tail","Weibull(0.5,1)",1016,0,-0.36344,0.36344,1,4.52805,32.15469,0.108267716535433,0.0659448818897638,0.917322834645669,0.953740157480315,0.974409448818898,"svmRadialSigma","unseen","class_1","class_1",0.959962733989336,0.468671536447808,"TP"
"5121","asym_short_tail-beta(2,1)-1016","asym_short_tail","beta(2,1)",1016,0,0.17668,0.17668,1,-0.55963,2.41734,0,0,0.628937007874016,0.964566929133858,1,"svmRadialSigma","unseen","class_1","class_1",0.982317513981664,0.468671536447808,"TP"
"5129","normal(0.6)-Normal_548_328.8-1016","normal(0.6)","Normal_548_328.8",1016,0,-0.02303,0.02303,1,-0.06065,3.13526,0.00492125984251968,0,0.690944881889764,0.946850393700787,0.998031496062992,"svmRadialSigma","unseen","class_0","class_0",0.0903404880002031,0.468671536447808,"TN"
"5134","normal(0.6)-Normal_-605_363-1016","normal(0.6)","Normal_-605_363",1016,0,-0.00152,0.00152,1,0.02596,2.85044,0.00492125984251968,0,0.675196850393701,0.954724409448819,1,"svmRadialSigma","unseen","class_0","class_0",0.114264754663161,0.468671536447808,"TN"
"5139","normal(0.6)-Normal_956_573.6-1016","normal(0.6)","Normal_956_573.6",1016,0,0.04463,0.04463,1,-0.07106,3.15358,0.0078740157480315,0,0.692913385826772,0.945866141732283,0.996062992125984,"svmRadialSigma","unseen","class_0","class_0",0.0647118425673439,0.468671536447808,"TN"
"5144","normal(0.6)-Normal_-597_358.2-1016","normal(0.6)","Normal_-597_358.2",1016,0,0.0037,0.0037,1,-0.10335,2.89961,0.00492125984251968,0,0.692913385826772,0.947834645669291,0.998031496062992,"svmRadialSigma","unseen","class_0","class_0",0.0629167129141947,0.468671536447808,"TN"
"5149","normal(0.6)-Normal_-277_166.2-1016","normal(0.6)","Normal_-277_166.2",1016,0,0.04495,0.04495,1,-0.13365,2.90984,0.00492125984251968,0,0.68011811023622,0.959645669291339,0.997047244094488,"svmRadialSigma","unseen","class_0","class_0",0.0430888366533242,0.468671536447808,"TN"
"5151","close_normal-tukey(0.1)-1023","close_normal","tukey(0.1)",1023,0,-0.03622,0.03622,1,0.04257,3.27234,0.010752688172043,0,0.694037145650049,0.950146627565982,0.995112414467253,"svmRadialSigma","unseen","class_1","class_0",0.134678936442125,0.468671536447808,"FN"
"5156","sym_long_tail-t(1)-1023","sym_long_tail","t(1)",1023,0,-0.00153,0.00153,1,20.00663,610.49096,0.160312805474096,0.093841642228739,0.981427174975562,0.988269794721408,0.993157380254154,"svmRadialSigma","unseen","class_1","class_1",0.953022368685768,0.468671536447808,"TP"
"5161","sym_short_tail-uniform(0,1)-1023","sym_short_tail","uniform(0,1)",1023,0,0.01282,0.01282,1,-0.06459,1.86885,0,0,0.593352883675464,1,1,"svmRadialSigma","unseen","class_1","class_1",0.977388110390163,0.468671536447808,"TP"
"5166","asym_long_tail-Weibull(0.5,1)-1023","asym_long_tail","Weibull(0.5,1)",1023,0,-0.33753,0.33753,1,5.8584,54.15161,0.103616813294233,0.0654936461388074,0.9227761485826,0.963831867057674,0.980449657869013,"svmRadialSigma","unseen","class_1","class_1",0.961085158002642,0.468671536447808,"TP"
"5171","asym_short_tail-beta(2,1)-1023","asym_short_tail","beta(2,1)",1023,0,0.20803,0.20803,1,-0.59516,2.43895,0,0,0.645161290322581,0.956989247311828,1,"svmRadialSigma","unseen","class_1","class_1",0.957478871354543,0.468671536447808,"TP"
"5179","normal(0.6)-Normal_548_328.8-1023","normal(0.6)","Normal_548_328.8",1023,0,-0.01865,0.01865,1,-0.07912,3.13759,0.00488758553274682,0,0.69208211143695,0.946236559139785,0.998044965786901,"svmRadialSigma","unseen","class_0","class_0",0.100615884908003,0.468671536447808,"TN"
"5184","normal(0.6)-Normal_-605_363-1023","normal(0.6)","Normal_-605_363",1023,0,0.01184,0.01184,1,0.00974,2.85071,0.00488758553274682,0,0.673509286412512,0.953079178885631,1,"svmRadialSigma","unseen","class_0","class_0",0.131667523880647,0.468671536447808,"TN"
"5189","normal(0.6)-Normal_956_573.6-1023","normal(0.6)","Normal_956_573.6",1023,0,0.04825,0.04825,1,-0.0609,3.20473,0.00684261974584555,0,0.696969696969697,0.944281524926686,0.996089931573803,"svmRadialSigma","unseen","class_0","class_0",0.0776538169282535,0.468671536447808,"TN"
"5194","normal(0.6)-Normal_-597_358.2-1023","normal(0.6)","Normal_-597_358.2",1023,0,0.02529,0.02529,1,-0.0888,2.86064,0.00391006842619746,0,0.687194525904203,0.948191593352884,0.999022482893451,"svmRadialSigma","unseen","class_0","class_0",0.110922127187642,0.468671536447808,"TN"
"5199","normal(0.6)-Normal_-277_166.2-1023","normal(0.6)","Normal_-277_166.2",1023,0,0.03442,0.03442,1,-0.11125,2.99952,0.00586510263929619,0,0.683284457478006,0.957966764418377,0.996089931573803,"svmRadialSigma","unseen","class_0","class_0",0.0371291180571719,0.468671536447808,"TN"
"5201","close_normal-tukey(0.1)-1024","close_normal","tukey(0.1)",1024,0,-0.011,0.011,1,0.03826,3.03958,0.0068359375,0,0.6787109375,0.95703125,0.9970703125,"svmRadialSigma","unseen","class_1","class_0",0.0673151146556621,0.468671536447808,"FN"
"5206","sym_long_tail-t(1)-1024","sym_long_tail","t(1)",1024,0,0.00071,0.00071,1,20.04108,612.10196,0.1611328125,0.0908203125,0.982421875,0.98828125,0.9931640625,"svmRadialSigma","unseen","class_1","class_1",0.953217871390187,0.468671536447808,"TP"
"5211","sym_short_tail-uniform(0,1)-1024","sym_short_tail","uniform(0,1)",1024,0,-0.05079,0.05079,1,0.01578,1.78835,0,0,0.5732421875,1,1,"svmRadialSigma","unseen","class_1","class_1",0.968262167847272,0.468671536447808,"TP"
"5216","asym_long_tail-Weibull(0.5,1)-1024","asym_long_tail","Weibull(0.5,1)",1024,0,-0.3402,0.3402,1,5.29276,46.09924,0.1142578125,0.0751953125,0.919921875,0.95703125,0.974609375,"svmRadialSigma","unseen","class_1","class_1",0.958947121321234,0.468671536447808,"TP"
"5221","asym_short_tail-beta(2,1)-1024","asym_short_tail","beta(2,1)",1024,0,0.19929,0.19929,1,-0.59772,2.47758,0,0,0.6318359375,0.9638671875,1,"svmRadialSigma","unseen","class_1","class_1",0.977294924509434,0.468671536447808,"TP"
"5229","normal(0.6)-Normal_548_328.8-1024","normal(0.6)","Normal_548_328.8",1024,0,-0.0205,0.0205,1,-0.08286,3.1321,0.0048828125,0,0.69140625,0.947265625,0.998046875,"svmRadialSigma","unseen","class_0","class_0",0.0768409651711028,0.468671536447808,"TN"
"5234","normal(0.6)-Normal_-605_363-1024","normal(0.6)","Normal_-605_363",1024,0,0.01402,0.01402,1,0.01245,2.86258,0.005859375,0,0.67578125,0.953125,1,"svmRadialSigma","unseen","class_0","class_0",0.123228081435559,0.468671536447808,"TN"
"5239","normal(0.6)-Normal_956_573.6-1024","normal(0.6)","Normal_956_573.6",1024,0,0.0498,0.0498,1,-0.05724,3.19213,0.0068359375,0,0.6982421875,0.943359375,0.99609375,"svmRadialSigma","unseen","class_0","class_0",0.0876571343155857,0.468671536447808,"TN"
"5244","normal(0.6)-Normal_-597_358.2-1024","normal(0.6)","Normal_-597_358.2",1024,0,0.0266,0.0266,1,-0.09507,2.85888,0.00390625,0,0.685546875,0.9482421875,0.9990234375,"svmRadialSigma","unseen","class_0","class_0",0.115892567303583,0.468671536447808,"TN"
"5249","normal(0.6)-Normal_-277_166.2-1024","normal(0.6)","Normal_-277_166.2",1024,0,0.03345,0.03345,1,-0.11867,3.03489,0.005859375,0,0.6865234375,0.9580078125,0.99609375,"svmRadialSigma","unseen","class_0","class_0",0.0411167661768541,0.468671536447808,"TN"
"5251","close_normal-tukey(0.1)-1028","close_normal","tukey(0.1)",1028,0,-0.02708,0.02708,1,0.07688,3.08454,0.00778210116731518,0,0.678988326848249,0.955252918287938,0.996108949416342,"svmRadialSigma","unseen","class_1","class_0",0.0944028436288106,0.468671536447808,"FN"
"5256","sym_long_tail-t(1)-1028","sym_long_tail","t(1)",1028,0,0.00124,0.00124,1,20.05805,613.56446,0.16147859922179,0.0904669260700389,0.982490272373541,0.988326848249027,0.993190661478599,"svmRadialSigma","unseen","class_1","class_1",0.953405098676069,0.468671536447808,"TP"
"5261","sym_short_tail-uniform(0,1)-1028","sym_short_tail","uniform(0,1)",1028,0,-0.04757,0.04757,1,0.04012,1.81826,0,0,0.57295719844358,1,1,"svmRadialSigma","unseen","class_1","class_1",0.968435052385798,0.468671536447808,"TP"
"5266","asym_long_tail-Weibull(0.5,1)-1028","asym_long_tail","Weibull(0.5,1)",1028,0,-0.34148,0.34148,1,5.26108,45.76615,0.115758754863813,0.0680933852140078,0.922178988326848,0.958171206225681,0.974708171206226,"svmRadialSigma","unseen","class_1","class_1",0.959142659983506,0.468671536447808,"TP"
"5271","asym_short_tail-beta(2,1)-1028","asym_short_tail","beta(2,1)",1028,0,0.18337,0.18337,1,-0.54538,2.36357,0,0,0.6284046692607,0.964980544747082,1,"svmRadialSigma","unseen","class_1","class_1",0.982315648515235,0.468671536447808,"TP"
"5279","normal(0.6)-Normal_548_328.8-1028","normal(0.6)","Normal_548_328.8",1028,0,-0.01516,0.01516,1,-0.09536,3.09748,0.00486381322957198,0,0.690661478599222,0.947470817120623,0.998054474708171,"svmRadialSigma","unseen","class_0","class_0",0.072174813939992,0.468671536447808,"TN"
"5284","normal(0.6)-Normal_-605_363-1028","normal(0.6)","Normal_-605_363",1028,0,0.01074,0.01074,1,0.0018,2.8301,0.00486381322957198,0,0.674124513618677,0.953307392996109,1,"svmRadialSigma","unseen","class_0","class_0",0.125809568641156,0.468671536447808,"TN"
"5289","normal(0.6)-Normal_956_573.6-1028","normal(0.6)","Normal_956_573.6",1028,0,0.05241,0.05241,1,-0.06428,3.19305,0.00583657587548638,0,0.70136186770428,0.944552529182879,0.996108949416342,"svmRadialSigma","unseen","class_0","class_0",0.0812263392139025,0.468671536447808,"TN"
"5294","normal(0.6)-Normal_-597_358.2-1028","normal(0.6)","Normal_-597_358.2",1028,0,0.03446,0.03446,1,-0.1553,3.04591,0.00486381322957198,0,0.68579766536965,0.95136186770428,0.998054474708171,"svmRadialSigma","unseen","class_0","class_0",0.0473790843804164,0.468671536447808,"TN"
"5299","normal(0.6)-Normal_-277_166.2-1028","normal(0.6)","Normal_-277_166.2",1028,0,0.0187,0.0187,1,-0.10619,2.97272,0.00583657587548638,0,0.678015564202335,0.959143968871595,0.996108949416342,"svmRadialSigma","unseen","class_0","class_0",0.0356269821333023,0.468671536447808,"TN"
"5301","close_normal-tukey(0.1)-1045","close_normal","tukey(0.1)",1045,0,-0.01868,0.01868,1,0.05313,3.04286,0.00669856459330144,0,0.682296650717703,0.956937799043062,0.996172248803828,"svmRadialSigma","unseen","class_1","class_0",0.087467443774233,0.468671536447808,"FN"
"5306","sym_long_tail-t(1)-1045","sym_long_tail","t(1)",1045,0,-0.00077,0.00077,1,20.05952,616.6231,0.174162679425837,0.0985645933014354,0.981818181818182,0.98755980861244,0.993301435406699,"svmRadialSigma","unseen","class_1","class_1",0.953728565540312,0.468671536447808,"TP"
"5311","sym_short_tail-uniform(0,1)-1045","sym_short_tail","uniform(0,1)",1045,0,-0.01644,0.01644,1,-0.01086,1.84884,0,0,0.597129186602871,1,1,"svmRadialSigma","unseen","class_1","class_1",0.974877186367709,0.468671536447808,"TP"
"5316","asym_long_tail-Weibull(0.5,1)-1045","asym_long_tail","Weibull(0.5,1)",1045,0,-0.38232,0.38232,1,3.97367,23.91192,0.113875598086124,0.0602870813397129,0.903349282296651,0.956937799043062,0.976076555023923,"svmRadialSigma","unseen","class_1","class_1",0.96131323913017,0.468671536447808,"TP"
"5321","asym_short_tail-beta(2,1)-1045","asym_short_tail","beta(2,1)",1045,0,0.24228,0.24228,1,-0.59421,2.39757,0,0,0.645933014354067,0.964593301435407,1,"svmRadialSigma","unseen","class_1","class_1",0.962118064953232,0.468671536447808,"TP"
"5329","normal(0.6)-Normal_548_328.8-1045","normal(0.6)","Normal_548_328.8",1045,0,-0.01212,0.01212,1,-0.08641,3.09187,0.00478468899521531,0,0.686124401913876,0.947368421052632,0.998086124401914,"svmRadialSigma","unseen","class_0","class_0",0.0867053940986485,0.468671536447808,"TN"
"5334","normal(0.6)-Normal_-605_363-1045","normal(0.6)","Normal_-605_363",1045,0,0.0222,0.0222,1,-0.03264,2.8163,0.00191387559808612,0,0.673684210526316,0.952153110047847,1,"svmRadialSigma","unseen","class_0","class_0",0.152417949634837,0.468671536447808,"TN"
"5339","normal(0.6)-Normal_956_573.6-1045","normal(0.6)","Normal_956_573.6",1045,0,0.04739,0.04739,1,-0.05964,3.12022,0.00574162679425837,0,0.698564593301435,0.948325358851675,0.995215311004785,"svmRadialSigma","unseen","class_0","class_0",0.103741662557122,0.468671536447808,"TN"
"5344","normal(0.6)-Normal_-597_358.2-1045","normal(0.6)","Normal_-597_358.2",1045,0,0.01176,0.01176,1,-0.13523,2.82426,0.00287081339712919,0,0.675598086124402,0.960765550239234,0.997129186602871,"svmRadialSigma","unseen","class_0","class_0",0.0570402748309119,0.468671536447808,"TN"
"5349","normal(0.6)-Normal_-277_166.2-1045","normal(0.6)","Normal_-277_166.2",1045,0,0.01151,0.01151,1,-0.00929,2.87372,0.00478468899521531,0,0.666985645933014,0.956937799043062,0.997129186602871,"svmRadialSigma","unseen","class_0","class_0",0.0582136591973996,0.468671536447808,"TN"
