"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"5884","normal(0.6)-Normal_-605_363-1137","normal(0.6)","Normal_-605_363",1137,-583.63283,-579.83317,0.0103083094511049,368.601662379543,0.0064,2.95736,0.00439753737906772,0,0.678979771328056,0.951627088830255,0.997361477572559,"rf","unseen","class_0","class_0",0.046,0.657,"TN"
"5889","normal(0.6)-Normal_956_573.6-1137","normal(0.6)","Normal_956_573.6",1137,979.30971,963.46299,0.0278058397253733,569.906183611481,0.02882,3.11843,0.00967458223394899,0,0.693931398416887,0.947229551451187,0.996481970096746,"rf","unseen","class_0","class_0",0.034,0.657,"TN"
"5894","normal(0.6)-Normal_-597_358.2-1137","normal(0.6)","Normal_-597_358.2",1137,-599.78106,-592.77011,0.0197112364291781,355.682913407797,-0.12432,2.99242,0.00879507475813544,0,0.678100263852243,0.956024626209323,0.995602462620932,"rf","unseen","class_0","class_0",0.04,0.657,"TN"
"5899","normal(0.6)-Normal_-277_166.2-1137","normal(0.6)","Normal_-277_166.2",1137,-272.81414,-272.46209,0.00215376041873363,163.458292267725,0.01412,3.15687,0.00879507475813544,0,0.693931398416887,0.955145118733509,0.996481970096746,"rf","unseen","class_0","class_0",0.024,0.657,"TN"
"5901","close_normal-tukey(0.1)-1138","close_normal","tukey(0.1)",1138,0.01937,0.00717,0.00775597419846716,1.5729809934658,-0.03152,3.00097,0.00966608084358524,0,0.678383128295255,0.949033391915642,0.997363796133568,"rf","unseen","class_1","class_0",0.07,0.657,"FN"
"5906","sym_long_tail-t(1)-1138","sym_long_tail","t(1)",1138,-1.26388,-0.01057,0.0535295421740934,23.4134264762414,-14.14913,289.21047,0.152021089630931,0.0922671353251318,0.973637961335677,0.985940246045694,0.989455184534271,"rf","unseen","class_1","class_1",1,0.657,"TP"
"5911","sym_short_tail-uniform(0,1)-1138","sym_short_tail","uniform(0,1)",1138,5.00558,4.89319,0.0383142521315842,2.93337319006031,0.01091,1.73601,0,0,0.572056239015817,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"5916","asym_long_tail-Weibull(0.5,1)-1138","asym_long_tail","Weibull(0.5,1)",1138,2.07934,0.49162,0.363723042433488,4.36518948422229,4.35974,27.56834,0.115114235500879,0.0676625659050967,0.913884007029877,0.956063268892794,0.976274165202109,"rf","unseen","class_1","class_1",1,0.657,"TP"
"5921","asym_short_tail-beta(2,1)-1138","asym_short_tail","beta(2,1)",1138,0.65221,0.68857,0.152898231626026,0.237805235634988,-0.47997,2.3279,0,0,0.627416520210896,0.969244288224956,1,"rf","unseen","class_1","class_1",0.938,0.657,"TP"
"5929","normal(0.6)-Normal_548_328.8-1138","normal(0.6)","Normal_548_328.8",1138,559.68119,563.81691,0.0125860305676411,328.59605558507,-0.09151,3.03401,0.00527240773286467,0,0.683655536028119,0.946397188049209,0.998242530755712,"rf","unseen","class_0","class_0",0.038,0.657,"TN"
"5934","normal(0.6)-Normal_-605_363-1138","normal(0.6)","Normal_-605_363",1138,-583.88077,-579.85945,0.0109034624544167,368.811285113474,0.01536,2.95882,0.00439367311072056,0,0.678383128295255,0.952548330404218,0.997363796133568,"rf","unseen","class_0","class_0",0.042,0.657,"TN"
"5939","normal(0.6)-Normal_956_573.6-1138","normal(0.6)","Normal_956_573.6",1138,979.07378,965.21346,0.0243761216513089,568.602347751074,0.02728,3.13069,0.00966608084358524,0,0.694200351493849,0.948154657293497,0.996485061511424,"rf","unseen","class_0","class_0",0.034,0.657,"TN"
"5944","normal(0.6)-Normal_-597_358.2-1138","normal(0.6)","Normal_-597_358.2",1138,-600.4735,-593.36302,0.0200597825564573,354.464460419141,-0.12476,3.02073,0.00966608084358524,0,0.678383128295255,0.956063268892794,0.995606326889279,"rf","unseen","class_0","class_0",0.02,0.657,"TN"
"5949","normal(0.6)-Normal_-277_166.2-1138","normal(0.6)","Normal_-277_166.2",1138,-272.639,-271.43439,0.00731271696407564,164.728103920575,-0.01317,3.12572,0.00966608084358524,0,0.690685413005272,0.95518453427065,0.996485061511424,"rf","unseen","class_0","class_0",0.01,0.657,"TN"
"5951","close_normal-tukey(0.1)-1157","close_normal","tukey(0.1)",1157,0.01478,0.01603,0.000799402068466085,1.56366870853679,-0.0301,2.98088,0.00950734658599827,0,0.676750216076059,0.949006050129646,0.997407087294728,"rf","unseen","class_1","class_0",0.132,0.657,"FN"
"5956","sym_long_tail-t(1)-1157","sym_long_tail","t(1)",1157,-1.61513,-0.01085,0.0617874995142099,25.9644752193127,-13.20315,233.57492,0.154710458081245,0.0916162489196197,0.974070872947277,0.985306828003457,0.990492653414002,"rf","unseen","class_1","class_1",1,0.657,"TP"
"5961","sym_short_tail-uniform(0,1)-1157","sym_short_tail","uniform(0,1)",1157,5.11545,5.25467,0.0478230025861994,2.911151380532,-0.03959,1.78494,0,0,0.584269662921348,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"5966","asym_long_tail-Weibull(0.5,1)-1157","asym_long_tail","Weibull(0.5,1)",1157,2.10394,0.47099,0.345492362889484,4.7264431153934,5.45089,44.92232,0.114088159031979,0.0682800345721694,0.920484010371651,0.961106309420916,0.97752808988764,"rf","unseen","class_1","class_1",1,0.657,"TP"
"5971","asym_short_tail-beta(2,1)-1157","asym_short_tail","beta(2,1)",1157,0.65813,0.69496,0.155203596584143,0.237301201844461,-0.4998,2.38026,0,0,0.624891961970614,0.966292134831461,1,"rf","unseen","class_1","class_1",0.948,0.657,"TP"
"5979","normal(0.6)-Normal_548_328.8-1157","normal(0.6)","Normal_548_328.8",1157,566.52801,570.24775,0.0114712879923146,324.265244015503,-0.06848,2.96683,0.00345721694036301,0,0.67847882454624,0.949870354364736,0.999135695764909,"rf","unseen","class_0","class_0",0.012,0.657,"TN"
"5984","normal(0.6)-Normal_-605_363-1157","normal(0.6)","Normal_-605_363",1157,-586.38645,-583.28471,0.00841315191313772,368.677522054055,0.02833,2.97605,0.00432152117545376,0,0.681071737251512,0.951598962834918,0.997407087294728,"rf","unseen","class_0","class_0",0.06,0.657,"TN"
"5989","normal(0.6)-Normal_956_573.6-1157","normal(0.6)","Normal_956_573.6",1157,966.4192,954.90015,0.0199210353825303,578.235507281996,-0.01722,3.20062,0.013828867761452,0,0.696629213483146,0.953327571305099,0.995678478824546,"rf","unseen","class_0","class_0",0.026,0.657,"TN"
"5994","normal(0.6)-Normal_-597_358.2-1157","normal(0.6)","Normal_-597_358.2",1157,-610.7105,-595.60269,0.0431937371172426,349.768531465388,-0.20707,3.09663,0.00950734658599827,0,0.683664649956785,0.955920484010372,0.993949870354365,"rf","unseen","class_0","class_0",0.124,0.657,"TN"
"5999","normal(0.6)-Normal_-277_166.2-1157","normal(0.6)","Normal_-277_166.2",1157,-276.3188,-274.55856,0.0105319301102953,167.133657512531,-0.07275,3.29455,0.00605012964563526,0,0.687986171132239,0.955056179775281,0.997407087294728,"rf","unseen","class_0","class_0",0.116,0.657,"TN"
"6001","close_normal-tukey(0.1)-1174","close_normal","tukey(0.1)",1174,-0.02939,0.02998,0.0376889825413641,1.57526141584853,-0.13893,3.163,0.00851788756388416,0,0.691652470187394,0.95144804088586,0.994037478705281,"rf","unseen","class_1","class_0",0.178,0.657,"FN"
"6006","sym_long_tail-t(1)-1174","sym_long_tail","t(1)",1174,-1.72694,-0.0257,0.0668836582276804,25.4358096593456,-13.9938,248.60444,0.147359454855196,0.0877342419080068,0.974446337308348,0.988074957410562,0.990630323679727,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6011","sym_short_tail-uniform(0,1)-1174","sym_short_tail","uniform(0,1)",1174,5.01011,5.08786,0.0273188817360423,2.84601693258267,-0.02074,1.86914,0,0,0.580068143100511,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6016","asym_long_tail-Weibull(0.5,1)-1174","asym_long_tail","Weibull(0.5,1)",1174,1.95609,0.4692,0.300146534007462,4.95388029356033,10.57259,186.88005,0.109028960817717,0.0596252129471891,0.933560477001704,0.973594548551959,0.98381601362862,"rf","unseen","class_1","class_1",0.998,0.657,"TP"
"6021","asym_short_tail-beta(2,1)-1174","asym_short_tail","beta(2,1)",1174,0.67579,0.70775,0.138115789233402,0.231400046130793,-0.58748,2.51574,0,0,0.626916524701874,0.954855195911414,1,"rf","unseen","class_1","class_1",0.77,0.657,"TP"
"6029","normal(0.6)-Normal_548_328.8-1174","normal(0.6)","Normal_548_328.8",1174,563.7992,566.47172,0.00821407257904019,325.358702919112,-0.07846,2.98553,0.00425894378194208,0,0.678023850085179,0.952299829642249,0.998296422487223,"rf","unseen","class_0","class_0",0.01,0.657,"TN"
"6034","normal(0.6)-Normal_-605_363-1174","normal(0.6)","Normal_-605_363",1174,-593.5944,-589.727,0.0105583428706936,366.288540480586,0.03224,2.95091,0.00425894378194208,0,0.683986371379898,0.955706984667802,0.996592844974446,"rf","unseen","class_0","class_0",0.062,0.657,"TN"
"6039","normal(0.6)-Normal_956_573.6-1174","normal(0.6)","Normal_956_573.6",1174,942.18333,940.6444,0.00266034986567341,578.469027648133,-0.08728,3.06669,0.0127768313458262,0,0.683986371379898,0.960817717206133,0.995741056218058,"rf","unseen","class_0","class_0",0.006,0.657,"TN"
"6044","normal(0.6)-Normal_-597_358.2-1174","normal(0.6)","Normal_-597_358.2",1174,-614.86233,-612.33606,0.00707715312993066,356.961330865652,-0.01542,3.0658,0.00766609880749574,0,0.685689948892675,0.959965928449744,0.99488926746167,"rf","unseen","class_0","class_0",0.042,0.657,"TN"
"6049","normal(0.6)-Normal_-277_166.2-1174","normal(0.6)","Normal_-277_166.2",1174,-281.04495,-280.25827,0.00480534006456797,163.709537603915,-0.07813,3.04553,0.00255536626916525,0,0.671209540034072,0.954855195911414,0.999148211243612,"rf","unseen","class_0","class_0",0.04,0.657,"TN"
"6051","close_normal-tukey(0.1)-1216","close_normal","tukey(0.1)",1216,-0.0088,0.04009,0.0311175890022129,1.57113714679255,-0.10084,3.47243,0.0180921052631579,0,0.712171052631579,0.949013157894737,0.994243421052632,"rf","unseen","class_1","class_1",0.866,0.657,"TP"
"6056","sym_long_tail-t(1)-1216","sym_long_tail","t(1)",1216,-1.93176,-0.03683,0.0777420117384415,24.3745943490038,-10.30128,148.4479,0.15625,0.0986842105263158,0.966282894736842,0.983552631578947,0.986019736842105,"rf","unseen","class_1","class_1",0.996,0.657,"TP"
"6061","sym_short_tail-uniform(0,1)-1216","sym_short_tail","uniform(0,1)",1216,4.92442,4.82454,0.0356493274882009,2.80173588220024,0.02857,1.85451,0,0,0.590460526315789,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6066","asym_long_tail-Weibull(0.5,1)-1216","asym_long_tail","Weibull(0.5,1)",1216,1.98565,0.44529,0.311974817762058,4.93744979498578,8.39094,117.44527,0.116776315789474,0.0674342105263158,0.931743421052632,0.970394736842105,0.984375,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6071","asym_short_tail-beta(2,1)-1216","asym_short_tail","beta(2,1)",1216,0.67743,0.72623,0.20873994071838,0.233783720700765,-0.62333,2.4257,0,0,0.628289473684211,0.958059210526316,1,"rf","unseen","class_1","class_1",0.89,0.657,"TP"
"6079","normal(0.6)-Normal_548_328.8-1216","normal(0.6)","Normal_548_328.8",1216,561.92292,565.14224,0.00991898680154537,324.561375512514,-0.07824,2.92793,0.00328947368421053,0,0.671052631578947,0.953947368421053,0.998355263157895,"rf","unseen","class_0","class_0",0.028,0.657,"TN"
"6084","normal(0.6)-Normal_-605_363-1216","normal(0.6)","Normal_-605_363",1216,-608.11984,-615.28943,0.0200154934650063,358.202010484273,0.09877,2.80378,0.000822368421052632,0,0.666118421052632,0.958059210526316,0.999177631578947,"rf","unseen","class_0","class_0",0.128,0.657,"TN"
"6089","normal(0.6)-Normal_956_573.6-1216","normal(0.6)","Normal_956_573.6",1216,923.81791,942.30796,0.0308059518663558,600.210312611492,-0.10562,2.98195,0.00657894736842105,0,0.692434210526316,0.957236842105263,0.996710526315789,"rf","unseen","class_0","class_0",0.02,0.657,"TN"
"6094","normal(0.6)-Normal_-597_358.2-1216","normal(0.6)","Normal_-597_358.2",1216,-597.94675,-597.37124,0.00157373399227653,365.697127230181,0.05997,3.0142,0.00575657894736842,0,0.681743421052632,0.953947368421053,0.996710526315789,"rf","unseen","class_0","class_0",0.024,0.657,"TN"
"6099","normal(0.6)-Normal_-277_166.2-1216","normal(0.6)","Normal_-277_166.2",1216,-274.77641,-273.04144,0.0104913905745593,165.37083312932,-0.06887,2.97419,0.00657894736842105,0,0.674342105263158,0.954769736842105,0.997532894736842,"rf","unseen","class_0","class_0",0.01,0.657,"TN"
"6101","close_normal-tukey(0.1)-1230","close_normal","tukey(0.1)",1230,0.10446,0.09508,0.00624645325081623,1.50165215737015,-0.17555,3.16711,0.0113821138211382,0,0.692682926829268,0.949593495934959,0.997560975609756,"rf","unseen","class_1","class_0",0.046,0.657,"FN"
"6106","sym_long_tail-t(1)-1230","sym_long_tail","t(1)",1230,-2.03902,-0.03341,0.0596004296874559,33.6509318895417,-15.14617,339.31552,0.160975609756098,0.1,0.973983739837398,0.986991869918699,0.990243902439024,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6111","sym_short_tail-uniform(0,1)-1230","sym_short_tail","uniform(0,1)",1230,5.001,4.8767,0.0426766810276919,2.91259762958946,0.01197,1.76445,0,0,0.57479674796748,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6116","asym_long_tail-Weibull(0.5,1)-1230","asym_long_tail","Weibull(0.5,1)",1230,2.16387,0.51428,0.350689976590925,4.70384131316141,4.86666,34.23011,0.114634146341463,0.067479674796748,0.91869918699187,0.960162601626016,0.978861788617886,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6121","asym_short_tail-beta(2,1)-1230","asym_short_tail","beta(2,1)",1230,0.67893,0.73593,0.24102569762099,0.236489306171958,-0.63025,2.4414,0,0,0.640650406504065,0.956910569105691,1,"rf","unseen","class_1","class_1",0.852,0.657,"TP"
"6129","normal(0.6)-Normal_548_328.8-1230","normal(0.6)","Normal_548_328.8",1230,560.91259,564.97734,0.0124222821660774,327.214431749101,-0.09575,2.88649,0.0032520325203252,0,0.672357723577236,0.955284552845528,0.998373983739837,"rf","unseen","class_0","class_0",0.012,0.657,"TN"
"6134","normal(0.6)-Normal_-605_363-1230","normal(0.6)","Normal_-605_363",1230,-609.20045,-614.17662,0.0142183197836353,349.982985030853,0.08006,2.82129,0.0040650406504065,0,0.661788617886179,0.960162601626016,0.999186991869919,"rf","unseen","class_0","class_0",0.058,0.657,"TN"
"6139","normal(0.6)-Normal_956_573.6-1230","normal(0.6)","Normal_956_573.6",1230,921.86161,926.01689,0.00688520202232204,603.508798511416,-0.07603,2.96139,0.0048780487804878,0,0.695121951219512,0.95609756097561,0.997560975609756,"rf","unseen","class_0","class_0",0.006,0.657,"TN"
"6144","normal(0.6)-Normal_-597_358.2-1230","normal(0.6)","Normal_-597_358.2",1230,-595.77512,-593.65299,0.00576540278947122,368.0800938792,0.00093,3.1039,0.00569105691056911,0,0.686178861788618,0.949593495934959,0.996747967479675,"rf","unseen","class_0","class_0",0.086,0.657,"TN"
"6149","normal(0.6)-Normal_-277_166.2-1230","normal(0.6)","Normal_-277_166.2",1230,-274.29196,-272.02606,0.0134237311368199,168.798076846527,-0.13113,3.1034,0.00813008130081301,0,0.68130081300813,0.952032520325203,0.996747967479675,"rf","unseen","class_0","class_0",0.036,0.657,"TN"
"6151","close_normal-tukey(0.1)-1231","close_normal","tukey(0.1)",1231,0.01033,0.00106,0.00605789959072382,1.53023335252943,-0.07249,3.40656,0.0186839967506093,0,0.703493095044679,0.9463850528026,0.995125913891145,"rf","unseen","class_1","class_0",0.38,0.657,"FN"
"6156","sym_long_tail-t(1)-1231","sym_long_tail","t(1)",1231,-1.65219,-0.04257,0.0494268416546177,32.5657061247737,-15.90406,380.24171,0.168968318440292,0.102355808285946,0.9731925264013,0.988627132412673,0.990251827782291,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6161","sym_short_tail-uniform(0,1)-1231","sym_short_tail","uniform(0,1)",1231,5.05998,4.93987,0.0416901813679129,2.88101409154444,-0.00598,1.80583,0,0,0.584077985377742,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6166","asym_long_tail-Weibull(0.5,1)-1231","asym_long_tail","Weibull(0.5,1)",1231,2.06764,0.50067,0.350367435443918,4.47236198767912,4.69292,31.88757,0.122664500406174,0.0731112916328188,0.919577579203899,0.959382615759545,0.978066612510154,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6171","asym_short_tail-beta(2,1)-1231","asym_short_tail","beta(2,1)",1231,0.66497,0.70575,0.174781108578986,0.233320410492596,-0.55318,2.3963,0,0,0.631194151096669,0.961819658813972,1,"rf","unseen","class_1","class_1",0.924,0.657,"TP"
"6179","normal(0.6)-Normal_548_328.8-1231","normal(0.6)","Normal_548_328.8",1231,562.51165,565.42102,0.00888022227933914,327.623555861766,-0.10026,2.88503,0.00324939073923639,0,0.670999187652315,0.95450852965069,0.998375304630382,"rf","unseen","class_0","class_0",0.022,0.657,"TN"
"6184","normal(0.6)-Normal_-605_363-1231","normal(0.6)","Normal_-605_363",1231,-608.03749,-613.88757,0.0167011038259507,350.281038964017,0.07097,2.79811,0.00324939073923639,0,0.660438667749797,0.961007311129163,0.999187652315191,"rf","unseen","class_0","class_0",0.048,0.657,"TN"
"6189","normal(0.6)-Normal_956_573.6-1231","normal(0.6)","Normal_956_573.6",1231,922.54686,924.23521,0.0027996047841182,603.067264914608,-0.07929,2.96433,0.00568643379366369,0,0.69374492282697,0.956133225020309,0.997562956945573,"rf","unseen","class_0","class_0",0.008,0.657,"TN"
"6194","normal(0.6)-Normal_-597_358.2-1231","normal(0.6)","Normal_-597_358.2",1231,-596.44139,-595.21532,0.00332926424190991,368.270557970663,-9e-05,3.11153,0.00568643379366369,0,0.685621445978879,0.948822095857027,0.996750609260764,"rf","unseen","class_0","class_0",0.154,0.657,"TN"
"6199","normal(0.6)-Normal_-277_166.2-1231","normal(0.6)","Normal_-277_166.2",1231,-275.12587,-272.38285,0.0161892174305296,169.434996581565,-0.12916,3.0699,0.00812347684809098,0,0.677497969130788,0.953696181965881,0.996750609260764,"rf","unseen","class_0","class_0",0.018,0.657,"TN"
"6201","close_normal-tukey(0.1)-1242","close_normal","tukey(0.1)",1242,-0.00591,0.00247,0.00548666373567261,1.52733981955479,-0.08807,3.41185,0.0185185185185185,0,0.702898550724638,0.946859903381642,0.995169082125604,"rf","unseen","class_1","class_0",0.364,0.657,"FN"
"6206","sym_long_tail-t(1)-1242","sym_long_tail","t(1)",1242,-1.59631,-0.03782,0.0480837966716336,32.4119580374029,-15.99288,384.18002,0.169082125603865,0.103059581320451,0.973429951690821,0.988727858293076,0.990338164251208,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6211","sym_short_tail-uniform(0,1)-1242","sym_short_tail","uniform(0,1)",1242,5.09611,5.04262,0.0187217780317652,2.85710042653234,-0.02194,1.82047,0,0,0.58695652173913,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6216","asym_long_tail-Weibull(0.5,1)-1242","asym_long_tail","Weibull(0.5,1)",1242,1.88687,0.5173,0.356871251317729,3.837714567769,4.12648,24.24805,0.119967793880837,0.0652173913043478,0.918679549114332,0.954106280193237,0.974235104669887,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6221","asym_short_tail-beta(2,1)-1242","asym_short_tail","beta(2,1)",1242,0.67478,0.72346,0.209333547826282,0.232547532421309,-0.60021,2.3964,0,0,0.640096618357488,0.963768115942029,1,"rf","unseen","class_1","class_1",0.918,0.657,"TP"
"6229","normal(0.6)-Normal_548_328.8-1242","normal(0.6)","Normal_548_328.8",1242,561.25003,567.16762,0.0181489286946072,326.057262088333,-0.11261,2.91073,0.00322061191626409,0,0.672302737520129,0.954911433172303,0.998389694041868,"rf","unseen","class_0","class_0",0.012,0.657,"TN"
"6234","normal(0.6)-Normal_-605_363-1242","normal(0.6)","Normal_-605_363",1242,-603.74935,-603.62365,0.000358948128728226,350.189874078503,0.07361,2.76063,0.00241545893719807,0,0.658615136876006,0.959742351046699,0.999194847020934,"rf","unseen","class_0","class_0",0.226,0.657,"TN"
"6239","normal(0.6)-Normal_956_573.6-1242","normal(0.6)","Normal_956_573.6",1242,918.17267,926.78584,0.0146514954604631,587.869683558413,-0.09793,2.94665,0.00322061191626409,0,0.697262479871176,0.954911433172303,0.998389694041868,"rf","unseen","class_0","class_0",0.006,0.657,"TN"
"6244","normal(0.6)-Normal_-597_358.2-1242","normal(0.6)","Normal_-597_358.2",1242,-597.91818,-594.82127,0.00845145787624234,366.435003918746,0.01793,3.04089,0.00483091787439614,0,0.683574879227053,0.953301127214171,0.997584541062802,"rf","unseen","class_0","class_0",0.096,0.657,"TN"
"6249","normal(0.6)-Normal_-277_166.2-1242","normal(0.6)","Normal_-277_166.2",1242,-270.87656,-271.22788,0.00208044914101497,168.86738208301,-0.12048,3.14681,0.0136876006441224,0,0.694041867954911,0.949275362318841,0.99597423510467,"rf","unseen","class_0","class_0",0.05,0.657,"TN"
"6251","close_normal-tukey(0.1)-1243","close_normal","tukey(0.1)",1243,-0.04306,-0.03332,0.00624882523755298,1.55869297503576,-0.00212,3.45072,0.0241351568785197,0,0.715205148833467,0.946902654867257,0.99597747385358,"rf","unseen","class_1","class_1",0.73,0.657,"TP"
"6256","sym_long_tail-t(1)-1243","sym_long_tail","t(1)",1243,-0.62538,-0.01406,0.0166881230197617,36.6320406001374,-7.50273,289.06695,0.174577634754626,0.102976669348351,0.975060337892196,0.989541432019308,0.99195494770716,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6261","sym_short_tail-uniform(0,1)-1243","sym_short_tail","uniform(0,1)",1243,4.96361,4.85935,0.0365155503158065,2.85522192869346,0.00531,1.83196,0,0,0.584070796460177,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6266","asym_long_tail-Weibull(0.5,1)-1243","asym_long_tail","Weibull(0.5,1)",1243,1.84705,0.4812,0.358192910485096,3.81316871445124,4.17539,24.87374,0.119871279163315,0.0740144810941271,0.915526950925181,0.953338696701529,0.977473853580048,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6271","asym_short_tail-beta(2,1)-1243","asym_short_tail","beta(2,1)",1243,0.67132,0.71473,0.186247236796974,0.233077283435462,-0.56118,2.32627,0,0,0.629927594529364,0.967015285599356,1,"rf","unseen","class_1","class_1",0.928,0.657,"TP"
"6279","normal(0.6)-Normal_548_328.8-1243","normal(0.6)","Normal_548_328.8",1243,560.22248,565.42102,0.0159395311508048,326.14133695755,-0.11261,2.91127,0.00321802091713596,0,0.672566371681416,0.954947707160097,0.998390989541432,"rf","unseen","class_0","class_0",0.02,0.657,"TN"
"6284","normal(0.6)-Normal_-605_363-1243","normal(0.6)","Normal_-605_363",1243,-606.02311,-608.08383,0.00588691797516553,350.050741099738,0.09559,2.7445,0.00241351568785197,0,0.656476267095736,0.959774738535801,0.999195494770716,"rf","unseen","class_0","class_0",0.57,0.657,"TN"
"6289","normal(0.6)-Normal_956_573.6-1243","normal(0.6)","Normal_956_573.6",1243,917.90512,927.29015,0.0159133628101485,589.757809959243,-0.1064,2.95603,0.00402252614641995,0,0.695092518101368,0.954143201930813,0.998390989541432,"rf","unseen","class_0","class_0",0.008,0.657,"TN"
"6294","normal(0.6)-Normal_-597_358.2-1243","normal(0.6)","Normal_-597_358.2",1243,-596.72024,-592.87876,0.0104797722505608,366.561401159683,0.01976,3.05619,0.00482703137570394,0,0.687047465808528,0.953338696701529,0.997586484312148,"rf","unseen","class_0","class_0",0.13,0.657,"TN"
"6299","normal(0.6)-Normal_-277_166.2-1243","normal(0.6)","Normal_-277_166.2",1243,-269.85578,-270.55302,0.00413205216579151,168.739399219677,-0.12337,3.16687,0.0144810941271118,0,0.696701528559936,0.951729686242961,0.99597747385358,"rf","unseen","class_0","class_0",0.042,0.657,"TN"
"6301","close_normal-tukey(0.1)-1244","close_normal","tukey(0.1)",1244,-0.05754,-0.0504,0.0046285484600871,1.54260024747924,0.03393,3.44048,0.022508038585209,0,0.709807073954984,0.94935691318328,0.995980707395498,"rf","unseen","class_1","class_0",0.638,0.657,"FN"
"6306","sym_long_tail-t(1)-1244","sym_long_tail","t(1)",1244,-0.62758,-0.02471,0.0164663808985257,36.6121738416713,-7.50824,289.45932,0.17443729903537,0.102893890675241,0.97508038585209,0.989549839228296,0.991961414790997,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6311","sym_short_tail-uniform(0,1)-1244","sym_short_tail","uniform(0,1)",1244,4.9921,5.00313,0.0038515989555904,2.86374571370947,-0.00626,1.8181,0,0,0.579581993569132,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6316","asym_long_tail-Weibull(0.5,1)-1244","asym_long_tail","Weibull(0.5,1)",1244,1.86892,0.4742,0.336691061956672,4.14243250739897,5.13796,40.13222,0.122186495176849,0.0731511254019293,0.922025723472669,0.960610932475884,0.979099678456592,"rf","unseen","class_1","class_1",1,0.657,"TP"
"6321","asym_short_tail-beta(2,1)-1244","asym_short_tail","beta(2,1)",1244,0.65593,0.69379,0.161081581128253,0.235036183124226,-0.52855,2.39818,0,0,0.627813504823151,0.963826366559486,1,"rf","unseen","class_1","class_1",0.934,0.657,"TP"
"6329","normal(0.6)-Normal_548_328.8-1244","normal(0.6)","Normal_548_328.8",1244,559.00686,565.30429,0.0192450590480276,327.223210086512,-0.11476,2.8973,0.00321543408360129,0,0.672829581993569,0.954983922829582,0.998392282958199,"rf","unseen","class_0","class_0",0.018,0.657,"TN"
"6334","normal(0.6)-Normal_-605_363-1244","normal(0.6)","Normal_-605_363",1244,-606.91728,-613.517,0.0188330245936413,350.433355363872,0.09943,2.74223,0.00160771704180064,0,0.655144694533762,0.960610932475884,0.9991961414791,"rf","unseen","class_0","class_0",0.478,0.657,"TN"
"6339","normal(0.6)-Normal_956_573.6-1244","normal(0.6)","Normal_956_573.6",1244,919.69317,928.0385,0.0141495348972981,589.795357979828,-0.094,2.97926,0.00482315112540193,0,0.696141479099678,0.953376205787781,0.998392282958199,"rf","unseen","class_0","class_0",0.008,0.657,"TN"
"6344","normal(0.6)-Normal_-597_358.2-1244","normal(0.6)","Normal_-597_358.2",1244,-595.17802,-591.75688,0.0093187506410584,367.124320821118,0.01254,3.04747,0.00482315112540193,0,0.685691318327974,0.953376205787781,0.997588424437299,"rf","unseen","class_0","class_0",0.154,0.657,"TN"
"6349","normal(0.6)-Normal_-277_166.2-1244","normal(0.6)","Normal_-277_166.2",1244,-270.39451,-270.67517,0.00166201614037737,168.867192791659,-0.1081,3.16085,0.0144694533762058,0,0.696141479099678,0.95016077170418,0.995980707395498,"rf","unseen","class_0","class_0",0.014,0.657,"TN"
"6351","close_normal-tukey(0.1)-1254","close_normal","tukey(0.1)",1254,-0.08024,-0.06126,0.012237496866919,1.5509707750208,0.03837,3.49893,0.0239234449760766,0,0.712121212121212,0.94896331738437,0.995215311004785,"rf","unseen","class_1","class_1",0.852,0.657,"TP"
"6356","sym_long_tail-t(1)-1254","sym_long_tail","t(1)",1254,-0.27091,-0.01127,0.00747963522530179,34.7129227802047,-7.59086,342.22134,0.177830940988836,0.104465709728868,0.976076555023923,0.990430622009569,0.990430622009569,"rf","unseen","class_1","class_1",1,0.657,"TP"
