"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"3875","asym_short_tail-lognormal(0,0.35)-761","asym_short_tail","lognormal(0,0.35)",761,1.07874,1.0095,0.171909732092315,0.402769518381997,1.10098,5.18815,0.0328515111695138,0.00131406044678055,0.716162943495401,0.954007884362681,0.989487516425756,1
"3876","normal(0.01)-Normal_548_5.48-761","normal(0.01)","Normal_548_5.48",761,548.24477,548.17337,0.013364346526629,5.3425732307803,0.04525,2.83247,0.00131406044678055,0,0.681997371879106,0.954007884362681,1,0
"3877","normal(0.1)-Normal_548_54.8-761","normal(0.1)","Normal_548_54.8",761,550.4428,550.80436,0.00657938034836182,54.953503347768,-0.08723,2.80741,0.00657030223390276,0,0.685939553219448,0.959264126149803,0.998685939553219,0
"3878","normal(0.3)-Normal_548_164.4-761","normal(0.3)","Normal_548_164.4",761,547.34411,547.9589,0.00385995215353658,159.273994999312,-0.02188,3.07104,0.00788436268068331,0,0.712220762155059,0.95137976346912,0.998685939553219,0
"3879","normal(0.6)-Normal_548_328.8-761","normal(0.6)","Normal_548_328.8",761,555.24452,525.65306,0.0894409499462969,330.849124676869,0.23049,3.1209,0.00919842312746386,0,0.685939553219448,0.955321944809461,0.994743758212878,0
"3880","normal(1)-Normal_548_548-761","normal(1)","Normal_548_548",761,533.51426,521.48426,0.0222611283949506,540.403872910988,-0.04128,2.97198,0.00394218134034166,0,0.688567674113009,0.950065703022339,0.998685939553219,0
"3881","normal(0.01)-Normal_-605_6.05-761","normal(0.01)","Normal_-605_6.05",761,-604.6091,-604.68374,0.0126121966269966,5.91808090274797,-0.09798,3.10948,0.00394218134034166,0,0.681997371879106,0.95137976346912,0.998685939553219,0
"3882","normal(0.1)-Normal_-605_60.5-761","normal(0.1)","Normal_-605_60.5",761,-606.4061,-600.08329,0.103323954337977,61.1940381154773,-0.21059,2.70436,0.00394218134034166,0,0.660972404730618,0.964520367936925,0.998685939553219,0
"3883","normal(0.3)-Normal_-605_181.5-761","normal(0.3)","Normal_-605_181.5",761,-620.25389,-625.69211,0.0292097030287401,186.178544665422,0.1209,2.95825,0.0105124835742444,0,0.674113009198423,0.957950065703022,0.996057818659658,0
"3884","normal(0.6)-Normal_-605_363-761","normal(0.6)","Normal_-605_363",761,-587.80901,-596.45107,0.0233070612632417,370.791491144775,0.06159,2.90203,0.00657030223390276,0,0.681997371879106,0.9526938239159,0.996057818659658,0
"3885","normal(1)-Normal_-605_605-761","normal(1)","Normal_-605_605",761,-613.76421,-621.96634,0.013611751970284,602.577097930234,-0.10634,2.85963,0.0026281208935611,0,0.679369250985545,0.954007884362681,0.997371879106439,0
"3886","normal(0.01)-Normal_956_9.56-761","normal(0.01)","Normal_956_9.56",761,956.07669,955.94996,0.0130689152643418,9.69705575685626,0.04031,2.91904,0.0105124835742444,0,0.678055190538765,0.957950065703022,0.998685939553219,0
"3887","normal(0.1)-Normal_956_95.6-761","normal(0.1)","Normal_956_95.6",761,959.3445,961.30756,0.0202843054420919,96.7772845663421,-0.03233,2.8514,0.00657030223390276,0,0.678055190538765,0.9526938239159,1,0
"3888","normal(0.3)-Normal_956_286.8-761","normal(0.3)","Normal_956_286.8",761,975.42836,976.48975,0.00353247583819202,300.46631558652,0.03635,2.89802,0.00525624178712221,0,0.675427069645204,0.950065703022339,0.998685939553219,0
"3889","normal(0.6)-Normal_956_573.6-761","normal(0.6)","Normal_956_573.6",761,949.05171,959.11434,0.0180996976565137,555.955695557084,0.01867,2.86043,0.00394218134034166,0,0.670170827858081,0.961892247043364,0.998685939553219,0
"3890","normal(1)-Normal_956_956-761","normal(1)","Normal_956_956",761,901.9825,874.77833,0.0292400519910737,930.373516719628,0.05489,2.7818,0.0026281208935611,0,0.681997371879106,0.95137976346912,1,0
"3891","normal(0.01)-Normal_-597_5.97-761","normal(0.01)","Normal_-597_5.97",761,-597.14158,-597.26653,0.0214133383205398,5.83514808058489,0.10731,3.29103,0.011826544021025,0,0.69119579500657,0.948751642575558,0.996057818659658,0
"3892","normal(0.1)-Normal_-597_59.7-761","normal(0.1)","Normal_-597_59.7",761,-597.22879,-596.94752,0.00454161704602679,61.9316858179439,-0.11698,2.98104,0.00788436268068331,0,0.675427069645204,0.961892247043364,0.998685939553219,0
"3893","normal(0.3)-Normal_-597_179.1-761","normal(0.3)","Normal_-597_179.1",761,-592.49637,-586.28581,0.0352391028587814,176.240582085431,-0.0349,2.90133,0.0026281208935611,0,0.69119579500657,0.947437582128778,0.997371879106439,0
"3894","normal(0.6)-Normal_-597_358.2-761","normal(0.6)","Normal_-597_358.2",761,-596.75716,-589.06132,0.0215210732329973,357.595549101162,0.00083,3.09813,0.00394218134034166,0,0.699080157687254,0.9526938239159,0.996057818659658,0
"3895","normal(1)-Normal_-597_597-761","normal(1)","Normal_-597_597",761,-571.93287,-564.73334,0.0123283393825055,583.982138763671,0.06407,3.10664,0.00788436268068331,0,0.68988173455979,0.955321944809461,0.996057818659658,0
"3896","normal(0.01)-Normal_-277_2.77-761","normal(0.01)","Normal_-277_2.77",761,-276.97076,-277.00946,0.013998786830916,2.76452527404286,-0.07025,3.14813,0.011826544021025,0,0.701708278580815,0.946123521681997,0.996057818659658,0
"3897","normal(0.1)-Normal_-277_27.7-761","normal(0.1)","Normal_-277_27.7",761,-278.64586,-278.23438,0.0138382120327755,29.7350552965555,-0.06541,2.8665,0.0026281208935611,0,0.684625492772667,0.955321944809461,0.998685939553219,0
"3898","normal(0.3)-Normal_-277_83.1-761","normal(0.3)","Normal_-277_83.1",761,-279.06754,-277.80029,0.015280070417628,82.9348272202999,-0.10223,3.14528,0.0105124835742444,0,0.703022339027595,0.947437582128778,0.998685939553219,0
"3899","normal(0.6)-Normal_-277_166.2-761","normal(0.6)","Normal_-277_166.2",761,-266.20164,-265.39334,0.00482796228320986,167.420529114527,-0.05777,2.87832,0.00525624178712221,0,0.685939553219448,0.956636005256242,0.998685939553219,0
"3900","normal(1)-Normal_-277_277-761","normal(1)","Normal_-277_277",761,-281.11059,-279.08454,0.00781678720414669,259.192165155169,-0.08982,3.14562,0.0131406044678055,0,0.704336399474376,0.948751642575558,0.996057818659658,0
"3901","close_normal-tukey(0.1)-762","close_normal","tukey(0.1)",762,0.03445,0.04201,0.00497820806568021,1.5186187279151,-0.03933,2.78407,0.00393700787401575,0,0.673228346456693,0.954068241469816,0.998687664041995,1
"3902","close_normal-tukey(0.2)-762","close_normal","tukey(0.2)",762,-0.03295,-0.04821,0.0116391118249953,1.31109660508877,0.01366,2.59931,0.00131233595800525,0,0.65748031496063,0.963254593175853,0.998687664041995,1
"3903","close_normal-tukey(5)-762","close_normal","tukey(5)",762,-0.00015,-0.00067,0.00601536669980969,0.0864452702470244,-0.03288,2.82265,0.00918635170603675,0,0.690288713910761,0.94488188976378,1,1
"3904","close_normal-t(10)-762","close_normal","t(10)",762,0.02861,0.01099,0.016546597819957,1.06487147338218,0.0474,3.23709,0.010498687664042,0,0.700787401574803,0.951443569553806,0.994750656167979,1
"3905","close_normal-laplace(0,10)-762","close_normal","laplace(0,10)",762,-0.22017,0.10245,0.0215571500290074,14.965800190001,-0.25484,5.86141,0.057742782152231,0.0078740157480315,0.746719160104987,0.940944881889764,0.986876640419947,1
"3906","sym_long_tail-t(1)-762","sym_long_tail","t(1)",762,-2.59265,0.06648,0.053319375121752,49.8717397555394,-18.75237,423.84012,0.169291338582677,0.102362204724409,0.984251968503937,0.992125984251969,0.994750656167979,1
"3907","sym_long_tail-t(2)-762","sym_long_tail","t(2)",762,0.07907,-0.0013,0.0252266064378314,3.18592198273138,9.14244,187.12665,0.0826771653543307,0.0354330708661417,0.923884514435696,0.981627296587926,0.988188976377953,1
"3908","sym_long_tail-t(4)-762","sym_long_tail","t(4)",762,-0.02274,-0.0577,0.0239071585178329,1.46232351175998,0.33725,9.2958,0.0406824146981627,0.0078740157480315,0.795275590551181,0.950131233595801,0.986876640419947,1
"3909","sym_long_tail-t(7)-762","sym_long_tail","t(7)",762,-0.03425,-0.04543,0.00939594162606211,1.18987542121264,-0.23964,5.25166,0.0341207349081365,0.0026246719160105,0.750656167979003,0.938320209973753,0.993438320209974,1
"3910","sym_long_tail-tukey(10)-762","sym_long_tail","tukey(10)",762,-0.00125,-4e-05,0.0398272319922227,0.0303812225824854,-0.06509,5.95384,0.26246719160105,0.187664041994751,0.797900262467192,0.900262467191601,0.976377952755906,1
"3911","sym_short_tail-uniform(0,1)-762","sym_short_tail","uniform(0,1)",762,4.91469,4.84653,0.0236158262239872,2.88620009960815,0.05342,1.85974,0,0,0.598425196850394,1,1,1
"3912","sym_short_tail-beta(1.3,1.3)-762","sym_short_tail","beta(1.3,1.3)",762,0.49258,0.48327,0.034249392721527,0.271829637263856,0.05116,1.83138,0,0,0.598425196850394,1,1,1
"3913","sym_short_tail-beta(1.5,1.5)-762","sym_short_tail","beta(1.5,1.5)",762,0.49264,0.49064,0.00797747642306011,0.250705849060073,0.04924,2.04002,0,0,0.615485564304462,1,1,1
"3914","sym_short_tail-tukey(1.5)-762","sym_short_tail","tukey(1.5)",762,0.01098,-9e-04,0.0301212178287947,0.394406363896854,-0.01782,1.76721,0,0,0.578740157480315,1,1,1
"3915","sym_short_tail-truncatednormal(2,2)-762","sym_short_tail","truncatednormal(2,2)",762,-1.99195,-2.016,0.0122850374022369,1.95766599746947,-0.03544,3.03944,0.005249343832021,0,0.686351706036745,0.956692913385827,0.994750656167979,1
"3916","asym_long_tail-Weibull(0.5,1)-762","asym_long_tail","Weibull(0.5,1)",762,1.75852,0.45491,0.318166063153299,4.09726287926533,9.54138,149.7786,0.122047244094488,0.0511811023622047,0.92257217847769,0.971128608923885,0.988188976377953,1
"3917","asym_long_tail-Weibull(2,1)-762","asym_long_tail","Weibull(2,1)",762,0.9175,0.85993,0.123958922215752,0.464428045766635,0.5988,3.28319,0.00656167979002625,0,0.66010498687664,0.967191601049869,0.994750656167979,1
"3918","asym_long_tail-lognormal(0,1)-762","asym_long_tail","lognormal(0,1)",762,1.6243,0.92264,0.285249087838401,2.45981505258135,6.93748,78.63175,0.0853018372703412,0.0341207349081365,0.926509186351706,0.9750656167979,0.982939632545932,1
"3919","asym_long_tail-chisquared(4)-762","asym_long_tail","chisquared(4)",762,4.16348,3.46212,0.233411932456081,3.00481638886207,1.34545,5.25953,0.036745406824147,0.00393700787401575,0.733595800524934,0.952755905511811,0.988188976377953,1
"3920","asym_long_tail-chisquared(10)-762","asym_long_tail","chisquared(10)",762,10.24467,9.56713,0.141971557017583,4.77236436813949,0.9663,4.26003,0.0223097112860892,0.0026246719160105,0.711286089238845,0.954068241469816,0.988188976377953,1
"3921","asym_short_tail-beta(2,1)-762","asym_short_tail","beta(2,1)",762,0.64177,0.68013,0.159095628945643,0.241112846746445,-0.45748,2.2694,0,0,0.631233595800525,0.973753280839895,1,1
"3922","asym_short_tail-beta(3,2)-762","asym_short_tail","beta(3,2)",762,0.58821,0.59905,0.0555218271131808,0.195238531648152,-0.19286,2.27016,0,0,0.62992125984252,0.977690288713911,1,1
"3923","asym_short_tail-lognormal(0,0.15)-762","asym_short_tail","lognormal(0,0.15)",762,1.00813,0.99533,0.0884291005912123,0.144748729936443,0.48803,3.41028,0.015748031496063,0,0.68503937007874,0.955380577427822,0.996062992125984,1
"3924","asym_short_tail-lognormal(0,0.25)-762","asym_short_tail","lognormal(0,0.25)",762,1.03518,1.00077,0.125822718396813,0.273480023627209,0.8713,4.25638,0.0223097112860892,0.00131233595800525,0.703412073490814,0.956692913385827,0.989501312335958,1
"3925","asym_short_tail-lognormal(0,0.35)-762","asym_short_tail","lognormal(0,0.35)",762,1.03183,0.97767,0.154028181084262,0.351623966593304,1.10205,5.11273,0.0249343832020997,0.0026246719160105,0.732283464566929,0.961942257217848,0.985564304461942,1
"3926","normal(0.01)-Normal_548_5.48-762","normal(0.01)","Normal_548_5.48",762,548.22789,548.16761,0.0112476228853916,5.35935464891216,0.03604,2.83752,0.00131233595800525,0,0.683727034120735,0.952755905511811,1,0
"3927","normal(0.1)-Normal_548_54.8-762","normal(0.1)","Normal_548_54.8",762,550.49091,550.78304,0.00533371565353675,54.7704487782984,-0.07521,2.80304,0.00656167979002625,0,0.686351706036745,0.958005249343832,0.998687664041995,0
"3928","normal(0.3)-Normal_548_164.4-762","normal(0.3)","Normal_548_164.4",762,547.24292,547.79155,0.0034455884465788,159.226793479862,-0.02087,3.07166,0.0078740157480315,0,0.711286089238845,0.951443569553806,0.998687664041995,0
"3929","normal(0.6)-Normal_548_328.8-762","normal(0.6)","Normal_548_328.8",762,555.26082,525.65963,0.089469367325034,330.852792246329,0.22854,3.11892,0.00918635170603675,0,0.68503937007874,0.955380577427822,0.994750656167979,0
"3930","normal(1)-Normal_548_548-762","normal(1)","Normal_548_548",762,538.37072,524.65238,0.0252878790717232,542.486776415339,-0.03598,2.98681,0.00393700787401575,0,0.690288713910761,0.948818897637795,0.998687664041995,0
"3931","normal(0.01)-Normal_-605_6.05-762","normal(0.01)","Normal_-605_6.05",762,-604.64129,-604.6878,0.00786332328729921,5.91480196104041,-0.10968,3.07555,0.00393700787401575,0,0.68241469816273,0.952755905511811,0.998687664041995,0
"3932","normal(0.1)-Normal_-605_60.5-762","normal(0.1)","Normal_-605_60.5",762,-606.64623,-600.4863,0.101051266082756,60.9584643398257,-0.20388,2.72207,0.00393700787401575,0,0.661417322834646,0.964566929133858,0.998687664041995,0
"3933","normal(0.3)-Normal_-605_181.5-762","normal(0.3)","Normal_-605_181.5",762,-619.63094,-623.24148,0.0194011297706184,186.099471664167,0.11338,2.95717,0.00918635170603675,0,0.671916010498688,0.958005249343832,0.996062992125984,0
"3934","normal(0.6)-Normal_-605_363-762","normal(0.6)","Normal_-605_363",762,-589.19173,-599.06115,0.026590372420767,371.16516624235,0.06943,2.89504,0.00656167979002625,0,0.68241469816273,0.952755905511811,0.996062992125984,0
"3935","normal(1)-Normal_-605_605-762","normal(1)","Normal_-605_605",762,-610.66048,-619.44968,0.0145910913109936,602.367555151805,-0.11037,2.87611,0.0026246719160105,0,0.681102362204724,0.952755905511811,0.99737532808399,0
"3936","normal(0.01)-Normal_956_9.56-762","normal(0.01)","Normal_956_9.56",762,956.06555,955.91822,0.0151832630776106,9.70344775341901,0.03547,2.90156,0.010498687664042,0,0.678477690288714,0.958005249343832,0.998687664041995,0
"3937","normal(0.1)-Normal_956_95.6-762","normal(0.1)","Normal_956_95.6",762,959.81409,961.43795,0.0167392528735682,97.0091086062846,-0.03272,2.84459,0.005249343832021,0,0.677165354330709,0.952755905511811,1,0
"3938","normal(0.3)-Normal_956_286.8-762","normal(0.3)","Normal_956_286.8",762,972.34543,975.01727,0.008902265779708,300.130333795508,0.04232,2.90467,0.005249343832021,0,0.679790026246719,0.948818897637795,0.998687664041995,0
"3939","normal(0.6)-Normal_956_573.6-762","normal(0.6)","Normal_956_573.6",762,951.48866,960.2049,0.0156386189457382,557.353563651815,0.0324,2.85036,0.0026246719160105,0,0.665354330708661,0.961942257217848,0.998687664041995,0
"3940","normal(1)-Normal_956_956-762","normal(1)","Normal_956_956",762,901.26011,878.75605,0.0243368180129197,924.691962114907,0.03752,2.80616,0.0026246719160105,0,0.68503937007874,0.952755905511811,1,0
"3941","normal(0.01)-Normal_-597_5.97-762","normal(0.01)","Normal_-597_5.97",762,-597.17767,-597.27108,0.0159503782882403,5.85628743794854,0.08873,3.3311,0.0131233595800525,0,0.691601049868766,0.94750656167979,0.996062992125984,0
"3942","normal(0.1)-Normal_-597_59.7-762","normal(0.1)","Normal_-597_59.7",762,-596.39626,-596.64722,0.00406129861807862,61.7930429648366,-0.10421,2.94862,0.0078740157480315,0,0.673228346456693,0.963254593175853,0.998687664041995,0
"3943","normal(0.3)-Normal_-597_179.1-762","normal(0.3)","Normal_-597_179.1",762,-593.59132,-586.32795,0.0411619648965889,176.458291489431,-0.03204,2.89571,0.0026246719160105,0,0.688976377952756,0.946194225721785,0.99737532808399,0
"3944","normal(0.6)-Normal_-597_358.2-762","normal(0.6)","Normal_-597_358.2",762,-594.59264,-586.72741,0.021853259266167,359.911073410311,-0.00996,3.05582,0.00393700787401575,0,0.698162729658793,0.954068241469816,0.996062992125984,0
"3945","normal(1)-Normal_-597_597-762","normal(1)","Normal_-597_597",762,-572.3158,-563.6534,0.0147890292985387,585.731478729023,0.061,3.16241,0.0118110236220472,0,0.692913385826772,0.950131233595801,0.996062992125984,0
"3946","normal(0.01)-Normal_-277_2.77-762","normal(0.01)","Normal_-277_2.77",762,-276.95136,-276.98827,0.0134649739791465,2.7411861365006,-0.08467,3.12351,0.00918635170603675,0,0.696850393700787,0.950131233595801,0.996062992125984,0
"3947","normal(0.1)-Normal_-277_27.7-762","normal(0.1)","Normal_-277_27.7",762,-279.12435,-278.68281,0.0148386106118525,29.7561551785239,-0.04431,2.86838,0.0026246719160105,0,0.68241469816273,0.956692913385827,0.998687664041995,0
"3948","normal(0.3)-Normal_-277_83.1-762","normal(0.3)","Normal_-277_83.1",762,-278.36413,-277.35866,0.0121400331682962,82.8226732218321,-0.11066,3.13561,0.0118110236220472,0,0.696850393700787,0.948818897637795,0.998687664041995,0
"3949","normal(0.6)-Normal_-277_166.2-762","normal(0.6)","Normal_-277_166.2",762,-265.1214,-265.29347,0.00101954024238267,168.772151257012,-0.02016,2.92234,0.00656167979002625,0,0.691601049868766,0.955380577427822,0.998687664041995,0
"3950","normal(1)-Normal_-277_277-762","normal(1)","Normal_-277_277",762,-283.51955,-281.81538,0.00669197487336206,254.658756532927,-0.14937,3.10525,0.010498687664042,0,0.698162729658793,0.94488188976378,0.99737532808399,0
"3951","close_normal-tukey(0.1)-773","close_normal","tukey(0.1)",773,0.01173,0.03642,0.0162398314216617,1.52033597880006,-0.00147,2.79296,0.00388098318240621,0,0.671410090556274,0.95601552393273,0.998706338939198,1
"3952","close_normal-tukey(0.2)-773","close_normal","tukey(0.2)",773,-0.01726,-0.04652,0.022016457978497,1.32900578415373,0.0108,2.55817,0.00129366106080207,0,0.658473479948254,0.965071151358344,0.998706338939198,1
"3953","close_normal-tukey(5)-773","close_normal","tukey(5)",773,-0.00132,-0.00105,0.00316072155416259,0.0854235323717196,-0.04852,2.85166,0.00388098318240621,0,0.690815006468305,0.941785252263907,1,1
"3954","close_normal-t(10)-773","close_normal","t(10)",773,0.01499,0.005,0.00940990056059072,1.06164777573089,0.04372,3.23794,0.0116429495472186,0,0.703751617076326,0.953428201811126,0.994825355756792,1
"3955","close_normal-laplace(0,10)-773","close_normal","laplace(0,10)",773,-0.17203,-0.0491,0.00838318363294894,14.6638801417687,-0.27064,5.90766,0.0582147477360931,0.00776196636481242,0.746442432082794,0.941785252263907,0.989650711513583,1
"3956","sym_long_tail-t(1)-773","sym_long_tail","t(1)",773,-2.37974,0.06965,0.0491864775785355,49.798036382847,-18.54921,420.67888,0.169469598965071,0.0996119016817594,0.983182406209573,0.990944372574386,0.994825355756792,1
"3957","sym_long_tail-t(2)-773","sym_long_tail","t(2)",773,0.09271,-0.02453,0.0329758089197706,3.55533355634254,8.84895,148.35749,0.0905562742561449,0.03751617076326,0.926261319534282,0.981888745148771,0.989650711513583,1
"3958","sym_long_tail-t(4)-773","sym_long_tail","t(4)",773,-0.05126,-0.0925,0.0280916292401187,1.46805297932324,0.09875,8.41814,0.0452781371280724,0.00646830530401035,0.78783958602846,0.945666235446313,0.985769728331177,1
"3959","sym_long_tail-t(7)-773","sym_long_tail","t(7)",773,0.00324,-0.02497,0.0238591074366268,1.18235772544844,-0.15293,5.36691,0.036222509702458,0.00258732212160414,0.750323415265201,0.937904269081501,0.992238033635188,1
"3960","sym_long_tail-tukey(10)-773","sym_long_tail","tukey(10)",773,-0.00131,-8e-05,0.038758474323721,0.0317349952871394,-0.07092,5.51732,0.275549805950841,0.182406209573092,0.799482535575679,0.896507115135834,0.988357050452781,1
"3961","sym_short_tail-uniform(0,1)-773","sym_short_tail","uniform(0,1)",773,5.00966,5.05286,0.0151395843192085,2.8534469037693,-0.01961,1.82763,0,0,0.584734799482536,1,1,1
"3962","sym_short_tail-beta(1.3,1.3)-773","sym_short_tail","beta(1.3,1.3)",773,0.49577,0.48916,0.0247241659004846,0.267349767292673,0.04293,1.89444,0,0,0.595084087968952,1,1,1
"3963","sym_short_tail-beta(1.5,1.5)-773","sym_short_tail","beta(1.5,1.5)",773,0.49425,0.49766,0.0134550050024111,0.253437289647154,0.05368,1.99649,0,0,0.608020698576973,1,1,1
"3964","sym_short_tail-tukey(1.5)-773","sym_short_tail","tukey(1.5)",773,0.01603,0.00219,0.034608488674822,0.399901889101234,-0.0049,1.754,0,0,0.561448900388098,1,1,1
"3965","sym_short_tail-truncatednormal(2,2)-773","sym_short_tail","truncatednormal(2,2)",773,-1.95505,-1.91362,0.0204761991986885,2.0233247194945,-0.02311,3.03638,0.00646830530401035,0,0.686934023285899,0.959896507115136,0.997412677878396,1
"3966","asym_long_tail-Weibull(0.5,1)-773","asym_long_tail","Weibull(0.5,1)",773,2.06205,0.54099,0.328799425571627,4.6261029725207,7.54235,91.37832,0.102199223803364,0.0491591203104787,0.926261319534282,0.96895213454075,0.985769728331177,1
"3967","asym_long_tail-Weibull(2,1)-773","asym_long_tail","Weibull(2,1)",773,0.87729,0.82157,0.121144940880521,0.459944918830359,0.6066,3.05807,0.00517464424320828,0,0.654592496765847,0.959896507115136,0.994825355756792,1
"3968","asym_long_tail-lognormal(0,1)-773","asym_long_tail","lognormal(0,1)",773,1.69164,1.04624,0.325182355817487,1.98473253069806,3.32425,19.05911,0.0750323415265201,0.0245795601552393,0.892626131953428,0.957309184993532,0.981888745148771,1
"3969","asym_long_tail-chisquared(4)-773","asym_long_tail","chisquared(4)",773,4.14326,3.49565,0.215410410909308,3.00640065290371,1.45953,5.96685,0.0401034928848642,0.00517464424320828,0.736093143596378,0.95601552393273,0.984476067270375,1
"3970","asym_long_tail-chisquared(10)-773","asym_long_tail","chisquared(10)",773,10.06278,9.48087,0.125653608753385,4.63106476426071,0.82204,3.69001,0.0129366106080207,0,0.693402328589909,0.957309184993532,0.992238033635188,1
"3971","asym_short_tail-beta(2,1)-773","asym_short_tail","beta(2,1)",773,0.65855,0.69516,0.156680616123477,0.233660046186878,-0.52081,2.37554,0,0,0.630012936610608,0.959896507115136,1,1
"3972","asym_short_tail-beta(3,2)-773","asym_short_tail","beta(3,2)",773,0.59683,0.60978,0.067759575844105,0.191116898809907,-0.26204,2.32311,0,0,0.640362225097025,0.976714100905563,1,1
"3973","asym_short_tail-lognormal(0,0.15)-773","asym_short_tail","lognormal(0,0.15)",773,1.00847,0.9958,0.0841393946262809,0.150583446152375,0.49547,3.39669,0.0206985769728331,0,0.683053040103493,0.948253557567917,0.994825355756792,1
"3974","asym_short_tail-lognormal(0,0.25)-773","asym_short_tail","lognormal(0,0.25)",773,1.01924,0.98326,0.137773186550307,0.261153863831567,0.90224,4.60215,0.0206985769728331,0.00258732212160414,0.723156532988357,0.961190168175938,0.989650711513583,1
"3975","asym_short_tail-lognormal(0,0.35)-773","asym_short_tail","lognormal(0,0.35)",773,1.06537,1.03567,0.086017868301175,0.345277098660606,0.85141,4.50867,0.0206985769728331,0.00129366106080207,0.710219922380336,0.96248382923674,0.989650711513583,1
"3976","normal(0.01)-Normal_548_5.48-773","normal(0.01)","Normal_548_5.48",773,548.21802,548.16185,0.010485413905828,5.35696544786325,0.02283,2.8587,0.00258732212160414,0,0.681759379042691,0.952134540750323,1,0
"3977","normal(0.1)-Normal_548_54.8-773","normal(0.1)","Normal_548_54.8",773,551.02019,550.76171,0.00471673793631327,54.80058538126,-0.04674,2.78952,0.00646830530401035,0,0.688227684346701,0.961190168175938,0.998706338939198,0
"3978","normal(0.3)-Normal_548_164.4-773","normal(0.3)","Normal_548_164.4",773,544.41747,547.51646,0.0195557528172222,158.469481025086,-0.03524,3.054,0.00905562742561449,0,0.69987063389392,0.949547218628719,0.998706338939198,0
"3979","normal(0.6)-Normal_548_328.8-773","normal(0.6)","Normal_548_328.8",773,552.92318,521.38801,0.0958748961148329,328.919991341937,0.24605,3.16634,0.00905562742561449,0,0.684346701164295,0.950840879689521,0.994825355756792,0
"3980","normal(1)-Normal_548_548-773","normal(1)","Normal_548_548",773,548.17411,543.16701,0.00919121716299856,544.770068120826,-0.05381,2.96053,0.00517464424320828,0,0.684346701164295,0.948253557567917,0.998706338939198,0
"3981","normal(0.01)-Normal_-605_6.05-773","normal(0.01)","Normal_-605_6.05",773,-604.62575,-604.59064,0.00595586933860687,5.89502522703831,-0.12783,3.05737,0.00388098318240621,0,0.679172056921087,0.95601552393273,0.998706338939198,0
"3982","normal(0.1)-Normal_-605_60.5-773","normal(0.1)","Normal_-605_60.5",773,-607.19318,-602.34009,0.0796719048976997,60.9134425269663,-0.18692,2.71664,0.00388098318240621,0,0.661060802069858,0.965071151358344,0.998706338939198,0
"3983","normal(0.3)-Normal_-605_181.5-773","normal(0.3)","Normal_-605_181.5",773,-617.13866,-619.70304,0.0135074656786612,189.849085017568,0.12989,2.93376,0.00905562742561449,0,0.679172056921087,0.958602846054334,0.994825355756792,0
"3984","normal(0.6)-Normal_-605_363-773","normal(0.6)","Normal_-605_363",773,-591.19618,-606.08305,0.0409590370879621,363.457518984869,0.05461,2.91108,0.00776196636481242,0,0.686934023285899,0.950840879689521,0.997412677878396,0
"3985","normal(1)-Normal_-605_605-773","normal(1)","Normal_-605_605",773,-617.20133,-617.13583,0.000106829508900614,613.126472956693,-0.12211,2.89662,0.00388098318240621,0,0.676584734799483,0.953428201811126,0.996119016817594,0
"3986","normal(0.01)-Normal_956_9.56-773","normal(0.01)","Normal_956_9.56",773,956.07746,955.94996,0.0133022122236028,9.58487188873075,0.08202,2.90074,0.0103492884864166,0,0.679172056921087,0.958602846054334,1,0
"3987","normal(0.1)-Normal_956_95.6-773","normal(0.1)","Normal_956_95.6",773,959.83197,961.08363,0.0128140046567253,97.6790654858314,-0.0455,2.7763,0.00258732212160414,0,0.66882276843467,0.952134540750323,1,0
"3988","normal(0.3)-Normal_956_286.8-773","normal(0.3)","Normal_956_286.8",773,977.08684,975.84235,0.00418947314590361,297.05167133411,0.05179,2.94852,0.00517464424320828,0,0.683053040103493,0.949547218628719,0.998706338939198,0
"3989","normal(0.6)-Normal_956_573.6-773","normal(0.6)","Normal_956_573.6",773,941.65872,951.12703,0.0169184755388771,559.643212430261,0.0352,2.83162,0.00388098318240621,0,0.663648124191462,0.958602846054334,0.998706338939198,0
"3990","normal(1)-Normal_956_956-773","normal(1)","Normal_956_956",773,913.42336,899.24029,0.0149995553385227,945.566030452537,0.05387,2.96407,0.00905562742561449,0,0.683053040103493,0.950840879689521,0.998706338939198,0
"3991","normal(0.01)-Normal_-597_5.97-773","normal(0.01)","Normal_-597_5.97",773,-597.11007,-597.25945,0.0254364008868204,5.87268618169421,0.0456,3.195,0.0103492884864166,0,0.684346701164295,0.953428201811126,0.996119016817594,0
"3992","normal(0.1)-Normal_-597_59.7-773","normal(0.1)","Normal_-597_59.7",773,-597.04435,-596.42569,0.0102317095329815,60.4649690265101,-0.07128,2.93388,0.00646830530401035,0,0.677878395860285,0.957309184993532,0.998706338939198,0
"3993","normal(0.3)-Normal_-597_179.1-773","normal(0.3)","Normal_-597_179.1",773,-596.70239,-582.49159,0.0799944201743542,177.64739051832,-0.12838,2.97225,0.00388098318240621,0,0.695989650711514,0.946959896507115,0.997412677878396,0
