"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"4691","normal(0.01)-Normal_-597_5.97-943","normal(0.01)","Normal_-597_5.97",943,0,0.01025,-0.01025,1,0.02454,2.88151,3,0,0.689289501590668,0.952279957582185,0.997879109225875,0
"4692","normal(0.1)-Normal_-597_59.7-943","normal(0.1)","Normal_-597_59.7",943,0,0.00075,-0.00075,1,-0.00489,3.16823,10,0,0.693531283138918,0.952279957582185,0.99575821845175,0
"4693","normal(0.2)-Normal_-597_119.4-943","normal(0.2)","Normal_-597_119.4",943,0,0.02488,-0.02488,1,-0.0913,2.92922,5,0,0.689289501590668,0.953340402969247,0.997879109225875,0
"4694","normal(0.4)-Normal_-597_238.8-943","normal(0.4)","Normal_-597_238.8",943,0,-0.00269,0.00269,1,-0.04574,2.98906,9,0,0.682926829268293,0.948038176033934,0.998939554612937,0
"4695","normal(0.6)-Normal_-597_358.2-943","normal(0.6)","Normal_-597_358.2",943,0,0.00315,-0.00315,1,-0.05757,3.10319,11,0,0.711558854718982,0.946977730646872,0.997879109225875,0
"4696","normal(0.01)-Normal_-277_2.77-943","normal(0.01)","Normal_-277_2.77",943,0,0.00717,-0.00717,1,-0.10629,2.86635,3,0,0.676564156945917,0.960763520678685,0.996818663838812,0
"4697","normal(0.1)-Normal_-277_27.7-943","normal(0.1)","Normal_-277_27.7",943,0,-0.01574,0.01574,1,-0.00201,3.04646,7,0,0.67338282078473,0.95864262990456,0.99575821845175,0
"4698","normal(0.2)-Normal_-277_55.4-943","normal(0.2)","Normal_-277_55.4",943,0,0.042,-0.042,1,-0.20948,3.1381,9,0,0.687168610816543,0.956521739130435,0.993637327677625,0
"4699","normal(0.4)-Normal_-277_110.8-943","normal(0.4)","Normal_-277_110.8",943,0,-0.01505,0.01505,1,0.06901,2.96197,6,0,0.675503711558855,0.956521739130435,0.99575821845175,0
"4700","normal(0.6)-Normal_-277_166.2-943","normal(0.6)","Normal_-277_166.2",943,0,0.00942,-0.00942,1,-0.00571,3.10416,7,0,0.687168610816543,0.950159066808059,0.997879109225875,0
"4701","close_normal-tukey(0.1)-954","close_normal","tukey(0.1)",954,0,0.04218,-0.04218,1,-0.17119,3.37102,16,0,0.69811320754717,0.950733752620545,0.9958071278826,1
"4702","close_normal-tukey(0.2)-954","close_normal","tukey(0.2)",954,0,0.00692,-0.00692,1,-0.07004,2.64106,2,0,0.680293501048218,0.960167714884696,0.99895178197065,1
"4703","close_normal-tukey(5)-954","close_normal","tukey(5)",954,0,0.0064,-0.0064,1,0.06816,2.81192,16,0,0.669811320754717,0.941299790356394,1,1
"4704","close_normal-t(10)-954","close_normal","t(10)",954,0,-0.00144,0.00144,1,-0.04893,4.15643,26,0,0.722222222222222,0.948637316561845,0.990566037735849,1
"4705","close_normal-laplace(0,10)-954","close_normal","laplace(0,10)",954,0,0.0034,-0.0034,1,0.66824,12.26501,48,8,0.759958071278826,0.951781970649895,0.988469601677149,1
"4706","sym_long_tail-t(1)-954","sym_long_tail","t(1)",954,0,-0.05701,0.05701,1,18.89264,424.2951,142,87,0.983228511530398,0.991614255765199,0.993710691823899,1
"4707","sym_long_tail-t(2)-954","sym_long_tail","t(2)",954,0,-0.02626,0.02626,1,0.64652,223.63165,93,33,0.953878406708595,0.988469601677149,0.990566037735849,1
"4708","sym_long_tail-t(4)-954","sym_long_tail","t(4)",954,0,0.01211,-0.01211,1,-0.21289,7.06539,46,8,0.757861635220126,0.949685534591195,0.986373165618449,1
"4709","sym_long_tail-t(7)-954","sym_long_tail","t(7)",954,0,0.00629,-0.00629,1,-0.02283,3.80828,20,0,0.70335429769392,0.952830188679245,0.990566037735849,1
"4710","sym_long_tail-tukey(10)-954","sym_long_tail","tukey(10)",954,0,-0.03054,0.03054,1,0.145,5.52746,261,184,0.785115303983228,0.90146750524109,0.984276729559748,1
"4711","sym_short_tail-uniform(0,1)-954","sym_short_tail","uniform(0,1)",954,0,1e-05,-1e-05,1,-0.04461,1.81442,0,0,0.575471698113208,1,1,1
"4712","sym_short_tail-beta(1.3,1.3)-954","sym_short_tail","beta(1.3,1.3)",954,0,-0.00216,0.00216,1,-0.00936,1.95073,0,0,0.59958071278826,1,1,1
"4713","sym_short_tail-beta(1.5,1.5)-954","sym_short_tail","beta(1.5,1.5)",954,0,-0.02097,0.02097,1,0.06165,2.01444,0,0,0.613207547169811,0.99895178197065,1,1
"4714","sym_short_tail-tukey(1.5)-954","sym_short_tail","tukey(1.5)",954,0,0.02531,-0.02531,1,-0.03219,1.81281,0,0,0.576519916142558,1,1,1
"4715","sym_short_tail-truncatednormal(2,2)-954","sym_short_tail","truncatednormal(2,2)",954,0,0.02645,-0.02645,1,-0.18392,3.22802,13,0,0.694968553459119,0.947589098532495,0.993710691823899,1
"4716","asym_long_tail-Weibull(0.5,1)-954","asym_long_tail","Weibull(0.5,1)",954,0,-0.39987,0.39987,1,3.73165,21.78911,123,69,0.90041928721174,0.952830188679245,0.972746331236897,1
"4717","asym_long_tail-Weibull(2,1)-954","asym_long_tail","Weibull(2,1)",954,0,-0.12538,0.12538,1,0.53409,3.03898,8,0,0.666666666666667,0.971698113207547,0.994758909853249,1
"4718","asym_long_tail-lognormal(0,1)-954","asym_long_tail","lognormal(0,1)",954,0,-0.30974,0.30974,1,3.46341,20.05939,69,26,0.895178197064989,0.958071278825996,0.979035639412998,1
"4719","asym_long_tail-chisquared(4)-954","asym_long_tail","chisquared(4)",954,0,-0.23622,0.23622,1,1.44431,5.65667,41,3,0.745283018867924,0.950733752620545,0.986373165618449,1
"4720","asym_long_tail-chisquared(10)-954","asym_long_tail","chisquared(10)",954,0,-0.16668,0.16668,1,0.90498,3.96025,17,0,0.69916142557652,0.955974842767296,0.985324947589098,1
"4721","asym_short_tail-beta(2,1)-954","asym_short_tail","beta(2,1)",954,0,0.21498,-0.21498,1,-0.68582,2.63155,1,0,0.646750524109015,0.950733752620545,1,1
"4722","asym_short_tail-beta(3,2)-954","asym_short_tail","beta(3,2)",954,0,0.06744,-0.06744,1,-0.29339,2.46732,0,0,0.650943396226415,0.966457023060797,1,1
"4723","asym_short_tail-lognormal(0,0.15)-954","asym_short_tail","lognormal(0,0.15)",954,0,-0.12063,0.12063,1,0.43273,2.84296,7,0,0.664570230607966,0.962264150943396,0.9979035639413,1
"4724","asym_short_tail-lognormal(0,0.25)-954","asym_short_tail","lognormal(0,0.25)",954,0,-0.14563,0.14563,1,0.8302,4.04229,17,1,0.712788259958071,0.953878406708595,0.990566037735849,1
"4725","asym_short_tail-lognormal(0,0.35)-954","asym_short_tail","lognormal(0,0.35)",954,0,-0.15489,0.15489,1,0.9334,4.51417,14,2,0.70125786163522,0.954926624737946,0.993710691823899,1
"4726","normal(0.01)-Normal_548_5.48-954","normal(0.01)","Normal_548_5.48",954,0,0.00723,-0.00723,1,0.02632,2.7584,1,0,0.680293501048218,0.958071278825996,1,0
"4727","normal(0.1)-Normal_548_54.8-954","normal(0.1)","Normal_548_54.8",954,0,-0.00151,0.00151,1,-0.03818,2.96661,8,0,0.69811320754717,0.954926624737946,0.9979035639413,0
"4728","normal(0.2)-Normal_548_109.6-954","normal(0.2)","Normal_548_109.6",954,0,-0.05576,0.05576,1,0.12651,3.20095,6,0,0.69706498951782,0.949685534591195,0.9958071278826,0
"4729","normal(0.4)-Normal_548_219.2-954","normal(0.4)","Normal_548_219.2",954,0,-0.03635,0.03635,1,0.01198,2.95511,4,0,0.690775681341719,0.947589098532495,0.99895178197065,0
"4730","normal(0.6)-Normal_548_328.8-954","normal(0.6)","Normal_548_328.8",954,0,0.00676,-0.00676,1,-0.10967,3.00642,5,0,0.676100628930818,0.958071278825996,0.9979035639413,0
"4731","normal(0.01)-Normal_-605_6.05-954","normal(0.01)","Normal_-605_6.05",954,0,0.06499,-0.06499,1,-0.07376,2.80464,6,0,0.668763102725367,0.961215932914046,0.9979035639413,0
"4732","normal(0.1)-Normal_-605_60.5-954","normal(0.1)","Normal_-605_60.5",954,0,-0.03688,0.03688,1,0.05345,2.93324,8,0,0.671907756813417,0.952830188679245,0.99685534591195,0
"4733","normal(0.2)-Normal_-605_121-954","normal(0.2)","Normal_-605_121",954,0,-0.00808,0.00808,1,-0.05577,2.84338,2,0,0.680293501048218,0.950733752620545,0.9979035639413,0
"4734","normal(0.4)-Normal_-605_242-954","normal(0.4)","Normal_-605_242",954,0,-0.00878,0.00878,1,0.04449,2.9196,10,0,0.678197064989518,0.957023060796646,0.99895178197065,0
"4735","normal(0.6)-Normal_-605_363-954","normal(0.6)","Normal_-605_363",954,0,0.02273,-0.02273,1,-0.07981,2.81126,2,0,0.675052410901468,0.951781970649895,1,0
"4736","normal(0.01)-Normal_956_9.56-954","normal(0.01)","Normal_956_9.56",954,0,-9e-05,9e-05,1,0.07848,2.97994,4,0,0.683438155136268,0.954926624737946,0.99685534591195,0
"4737","normal(0.1)-Normal_956_95.6-954","normal(0.1)","Normal_956_95.6",954,0,-0.02889,0.02889,1,0.07047,2.79204,3,0,0.676100628930818,0.953878406708595,1,0
"4738","normal(0.2)-Normal_956_191.2-954","normal(0.2)","Normal_956_191.2",954,0,-0.02276,0.02276,1,0.03814,3.20324,10,0,0.688679245283019,0.952830188679245,0.9958071278826,0
"4739","normal(0.4)-Normal_956_382.4-954","normal(0.4)","Normal_956_382.4",954,0,0.02618,-0.02618,1,-0.05543,2.85479,4,0,0.678197064989518,0.955974842767296,0.99895178197065,0
"4740","normal(0.6)-Normal_956_573.6-954","normal(0.6)","Normal_956_573.6",954,0,0.04165,-0.04165,1,-0.05037,3.20664,7,0,0.69601677148847,0.944444444444444,0.9958071278826,0
"4741","normal(0.01)-Normal_-597_5.97-954","normal(0.01)","Normal_-597_5.97",954,0,0.02036,-0.02036,1,0.02882,3.03805,5,0,0.692872117400419,0.952830188679245,0.99685534591195,0
"4742","normal(0.1)-Normal_-597_59.7-954","normal(0.1)","Normal_-597_59.7",954,0,-0.01124,0.01124,1,-0.08163,3.17119,13,0,0.691823899371069,0.955974842767296,0.994758909853249,0
"4743","normal(0.2)-Normal_-597_119.4-954","normal(0.2)","Normal_-597_119.4",954,0,0.00955,-0.00955,1,-0.09574,2.87811,2,0,0.691823899371069,0.953878406708595,0.99895178197065,0
"4744","normal(0.4)-Normal_-597_238.8-954","normal(0.4)","Normal_-597_238.8",954,0,0.02215,-0.02215,1,-0.04273,2.99514,7,0,0.693920335429769,0.948637316561845,0.9979035639413,0
"4745","normal(0.6)-Normal_-597_358.2-954","normal(0.6)","Normal_-597_358.2",954,0,0.00641,-0.00641,1,-0.06565,3.04896,11,0,0.692872117400419,0.953878406708595,0.99685534591195,0
"4746","normal(0.01)-Normal_-277_2.77-954","normal(0.01)","Normal_-277_2.77",954,0,0.00462,-0.00462,1,-0.11886,2.88471,4,0,0.677148846960168,0.961215932914046,0.9979035639413,0
"4747","normal(0.1)-Normal_-277_27.7-954","normal(0.1)","Normal_-277_27.7",954,0,-0.00479,0.00479,1,0.02672,2.9969,5,0,0.674004192872117,0.953878406708595,0.99685534591195,0
"4748","normal(0.2)-Normal_-277_55.4-954","normal(0.2)","Normal_-277_55.4",954,0,0.03299,-0.03299,1,-0.21168,3.12149,10,0,0.682389937106918,0.959119496855346,0.992662473794549,0
"4749","normal(0.4)-Normal_-277_110.8-954","normal(0.4)","Normal_-277_110.8",954,0,-0.00598,0.00598,1,0.10403,3.14658,7,0,0.694968553459119,0.951781970649895,0.9958071278826,0
"4750","normal(0.6)-Normal_-277_166.2-954","normal(0.6)","Normal_-277_166.2",954,0,0.00785,-0.00785,1,-0.03728,3.00808,7,0,0.685534591194969,0.955974842767296,0.9979035639413,0
"4751","close_normal-tukey(0.1)-959","close_normal","tukey(0.1)",959,0,0.02937,-0.02937,1,-0.2344,3.1614,6,0,0.695516162669447,0.955161626694473,0.995828988529718,1
"4752","close_normal-tukey(0.2)-959","close_normal","tukey(0.2)",959,0,0.01176,-0.01176,1,0.04292,2.69316,2,0,0.666319082377477,0.959332638164755,1,1
"4753","close_normal-tukey(5)-959","close_normal","tukey(5)",959,0,0.01034,-0.01034,1,-0.09275,2.79583,0,0,0.678832116788321,0.939520333680918,1,1
"4754","close_normal-t(10)-959","close_normal","t(10)",959,0,-0.01694,0.01694,1,0.01502,4.56669,25,1,0.726798748696559,0.949947862356621,0.989572471324296,1
"4755","close_normal-laplace(0,10)-959","close_normal","laplace(0,10)",959,0,0.00537,-0.00537,1,-0.07379,5.06811,46,4,0.752867570385819,0.943691345151199,0.988529718456726,1
"4756","sym_long_tail-t(1)-959","sym_long_tail","t(1)",959,0,-0.05268,0.05268,1,20.79633,490.10167,147,85,0.983315954118874,0.993743482794578,0.996871741397289,1
"4757","sym_long_tail-t(2)-959","sym_long_tail","t(2)",959,0,-0.07512,0.07512,1,12.29059,256.40876,95,34,0.934306569343066,0.985401459854015,0.990615224191867,1
"4758","sym_long_tail-t(4)-959","sym_long_tail","t(4)",959,0,0.0157,-0.0157,1,-0.21324,7.22863,38,6,0.7570385818561,0.955161626694473,0.986444212721585,1
"4759","sym_long_tail-t(7)-959","sym_long_tail","t(7)",959,0,-0.00093,0.00093,1,-0.10277,3.90991,22,0,0.706986444212722,0.94577685088634,0.990615224191867,1
"4760","sym_long_tail-tukey(10)-959","sym_long_tail","tukey(10)",959,0,-0.02895,0.02895,1,0.01191,5.72194,253,171,0.790406673618352,0.910323253388947,0.981230448383733,1
"4761","sym_short_tail-uniform(0,1)-959","sym_short_tail","uniform(0,1)",959,0,0.07688,-0.07688,1,-0.1658,1.87204,0,0,0.587069864442127,1,1,1
"4762","sym_short_tail-beta(1.3,1.3)-959","sym_short_tail","beta(1.3,1.3)",959,0,-0.0023,0.0023,1,0.04376,2.01327,0,0,0.611053180396246,1,1,1
"4763","sym_short_tail-beta(1.5,1.5)-959","sym_short_tail","beta(1.5,1.5)",959,0,-0.02025,0.02025,1,0.03925,2.02394,0,0,0.608967674661105,0.99895724713243,1,1
"4764","sym_short_tail-tukey(1.5)-959","sym_short_tail","tukey(1.5)",959,0,0.02833,-0.02833,1,-0.05133,1.80599,0,0,0.573514077163712,1,1,1
"4765","sym_short_tail-truncatednormal(2,2)-959","sym_short_tail","truncatednormal(2,2)",959,0,-0.00812,0.00812,1,0.05308,2.84927,4,0,0.672575599582899,0.957247132429614,0.997914494264859,1
"4766","asym_long_tail-Weibull(0.5,1)-959","asym_long_tail","Weibull(0.5,1)",959,0,-0.35504,0.35504,1,5.84933,52.48317,106,58,0.916579770594369,0.965589155370177,0.985401459854015,1
"4767","asym_long_tail-Weibull(2,1)-959","asym_long_tail","Weibull(2,1)",959,0,-0.13416,0.13416,1,0.70339,3.34143,11,0,0.680917622523462,0.960375391032325,0.991657977059437,1
"4768","asym_long_tail-lognormal(0,1)-959","asym_long_tail","lognormal(0,1)",959,0,-0.30088,0.30088,1,4.82665,39.6652,74,34,0.91762252346194,0.963503649635037,0.977059436913452,1
"4769","asym_long_tail-chisquared(4)-959","asym_long_tail","chisquared(4)",959,0,-0.23548,0.23548,1,1.51287,6.07245,40,4,0.7570385818561,0.949947862356621,0.984358706986444,1
"4770","asym_long_tail-chisquared(10)-959","asym_long_tail","chisquared(10)",959,0,-0.14551,0.14551,1,0.82589,3.64156,20,0,0.70177267987487,0.958289885297185,0.989572471324296,1
"4771","asym_short_tail-beta(2,1)-959","asym_short_tail","beta(2,1)",959,0,0.22292,-0.22292,1,-0.65512,2.53489,0,0,0.64963503649635,0.956204379562044,1,1
"4772","asym_short_tail-beta(3,2)-959","asym_short_tail","beta(3,2)",959,0,0.12387,-0.12387,1,-0.3298,2.32356,0,0,0.637122002085506,0.9718456725756,1,1
"4773","asym_short_tail-lognormal(0,0.15)-959","asym_short_tail","lognormal(0,0.15)",959,0,-0.1067,0.1067,1,0.47409,2.96901,7,0,0.673618352450469,0.955161626694473,0.996871741397289,1
"4774","asym_short_tail-lognormal(0,0.25)-959","asym_short_tail","lognormal(0,0.25)",959,0,-0.14854,0.14854,1,0.79221,3.96816,16,1,0.709071949947862,0.954118873826903,0.990615224191867,1
"4775","asym_short_tail-lognormal(0,0.35)-959","asym_short_tail","lognormal(0,0.35)",959,0,-0.11919,0.11919,1,1.07512,5.61529,16,4,0.708029197080292,0.956204379562044,0.989572471324296,1
"4776","normal(0.01)-Normal_548_5.48-959","normal(0.01)","Normal_548_5.48",959,0,0.00836,-0.00836,1,0.02308,2.75515,1,0,0.679874869655892,0.958289885297185,1,0
"4777","normal(0.1)-Normal_548_54.8-959","normal(0.1)","Normal_548_54.8",959,0,-0.00527,0.00527,1,-0.03251,2.97788,7,0,0.699687174139729,0.952033368091762,0.997914494264859,0
"4778","normal(0.2)-Normal_548_109.6-959","normal(0.2)","Normal_548_109.6",959,0,-0.05503,0.05503,1,0.12297,3.16331,6,0,0.694473409801877,0.948905109489051,0.995828988529718,0
"4779","normal(0.4)-Normal_548_219.2-959","normal(0.4)","Normal_548_219.2",959,0,-0.0419,0.0419,1,0.00972,2.98793,6,0,0.688216892596455,0.948905109489051,0.99895724713243,0
"4780","normal(0.6)-Normal_548_328.8-959","normal(0.6)","Normal_548_328.8",959,0,0.00889,-0.00889,1,-0.11533,2.97656,4,0,0.67570385818561,0.957247132429614,0.997914494264859,0
"4781","normal(0.01)-Normal_-605_6.05-959","normal(0.01)","Normal_-605_6.05",959,0,0.06571,-0.06571,1,-0.05798,2.87862,8,0,0.672575599582899,0.959332638164755,0.996871741397289,0
"4782","normal(0.1)-Normal_-605_60.5-959","normal(0.1)","Normal_-605_60.5",959,0,-0.01998,0.01998,1,0.06139,2.87044,6,0,0.67466110531804,0.956204379562044,0.997914494264859,0
"4783","normal(0.2)-Normal_-605_121-959","normal(0.2)","Normal_-605_121",959,0,-0.00882,0.00882,1,-0.07661,2.89851,3,0,0.684045881126173,0.952033368091762,0.996871741397289,0
"4784","normal(0.4)-Normal_-605_242-959","normal(0.4)","Normal_-605_242",959,0,-0.01346,0.01346,1,0.03935,2.8916,8,0,0.678832116788321,0.953076120959333,0.99895724713243,0
"4785","normal(0.6)-Normal_-605_363-959","normal(0.6)","Normal_-605_363",959,0,0.02961,-0.02961,1,-0.06198,2.76234,2,0,0.673618352450469,0.953076120959333,1,0
"4786","normal(0.01)-Normal_956_9.56-959","normal(0.01)","Normal_956_9.56",959,0,-0.00312,0.00312,1,0.07524,3.00771,4,0,0.683003128258603,0.955161626694473,0.996871741397289,0
"4787","normal(0.1)-Normal_956_95.6-959","normal(0.1)","Normal_956_95.6",959,0,-0.03432,0.03432,1,0.06417,2.8369,4,0,0.678832116788321,0.953076120959333,1,0
"4788","normal(0.2)-Normal_956_191.2-959","normal(0.2)","Normal_956_191.2",959,0,-0.02633,0.02633,1,0.05255,3.14797,9,0,0.685088633993744,0.956204379562044,0.995828988529718,0
"4789","normal(0.4)-Normal_956_382.4-959","normal(0.4)","Normal_956_382.4",959,0,0.02385,-0.02385,1,-0.06393,2.90142,4,0,0.678832116788321,0.955161626694473,0.99895724713243,0
"4790","normal(0.6)-Normal_956_573.6-959","normal(0.6)","Normal_956_573.6",959,0,0.05161,-0.05161,1,-0.04272,3.22431,6,0,0.708029197080292,0.942648592283629,0.995828988529718,0
"4791","normal(0.01)-Normal_-597_5.97-959","normal(0.01)","Normal_-597_5.97",959,0,0.01545,-0.01545,1,0.02398,3.0044,6,0,0.691345151199166,0.954118873826903,0.996871741397289,0
"4792","normal(0.1)-Normal_-597_59.7-959","normal(0.1)","Normal_-597_59.7",959,0,-0.01356,0.01356,1,-0.07881,3.17251,13,0,0.692387904066736,0.956204379562044,0.994786235662148,0
"4793","normal(0.2)-Normal_-597_119.4-959","normal(0.2)","Normal_-597_119.4",959,0,-0.00238,0.00238,1,-0.08958,2.92026,2,0,0.696558915537018,0.953076120959333,0.99895724713243,0
"4794","normal(0.4)-Normal_-597_238.8-959","normal(0.4)","Normal_-597_238.8",959,0,0.02544,-0.02544,1,-0.06662,2.96241,7,0,0.693430656934307,0.952033368091762,0.997914494264859,0
"4795","normal(0.6)-Normal_-597_358.2-959","normal(0.6)","Normal_-597_358.2",959,0,0.00594,-0.00594,1,-0.04798,3.00218,8,0,0.697601668404588,0.950990615224192,0.997914494264859,0
"4796","normal(0.01)-Normal_-277_2.77-959","normal(0.01)","Normal_-277_2.77",959,0,-0.01665,0.01665,1,-0.07211,3.00998,6,0,0.678832116788321,0.963503649635037,0.995828988529718,0
"4797","normal(0.1)-Normal_-277_27.7-959","normal(0.1)","Normal_-277_27.7",959,0,0.00714,-0.00714,1,-0.08993,3.02684,5,0,0.673618352450469,0.955161626694473,0.996871741397289,0
"4798","normal(0.2)-Normal_-277_55.4-959","normal(0.2)","Normal_-277_55.4",959,0,0.03188,-0.03188,1,-0.07485,3.18209,10,0,0.692387904066736,0.957247132429614,0.992700729927007,0
"4799","normal(0.4)-Normal_-277_110.8-959","normal(0.4)","Normal_-277_110.8",959,0,0.00655,-0.00655,1,0.02884,3.02404,6,0,0.683003128258603,0.953076120959333,0.996871741397289,0
"4800","normal(0.6)-Normal_-277_166.2-959","normal(0.6)","Normal_-277_166.2",959,0,0.01276,-0.01276,1,-0.03718,2.99363,4,0,0.690302398331595,0.956204379562044,0.997914494264859,0
"4801","close_normal-tukey(0.1)-962","close_normal","tukey(0.1)",962,0,0.03203,-0.03203,1,-0.19312,3.09499,6,0,0.693347193347193,0.955301455301455,0.996881496881497,1
"4802","close_normal-tukey(0.2)-962","close_normal","tukey(0.2)",962,0,0.01045,-0.01045,1,0.01154,2.63134,1,0,0.658004158004158,0.960498960498961,1,1
"4803","close_normal-tukey(5)-962","close_normal","tukey(5)",962,0,0.03013,-0.03013,1,-0.16989,2.92103,23,0,0.680873180873181,0.937629937629938,1,1
"4804","close_normal-t(10)-962","close_normal","t(10)",962,0,-0.02925,0.02925,1,0.04004,4.48913,25,1,0.724532224532225,0.953222453222453,0.990644490644491,1
"4805","close_normal-laplace(0,10)-962","close_normal","laplace(0,10)",962,0,0.00518,-0.00518,1,-0.16737,4.80428,50,3,0.749480249480249,0.942827442827443,0.98960498960499,1
"4806","sym_long_tail-t(1)-962","sym_long_tail","t(1)",962,0,-0.03912,0.03912,1,18.73499,434.55853,154,88,0.98024948024948,0.98960498960499,0.993762993762994,1
"4807","sym_long_tail-t(2)-962","sym_long_tail","t(2)",962,0,-0.08255,0.08255,1,12.53898,262.64092,99,32,0.93035343035343,0.987525987525988,0.991683991683992,1
"4808","sym_long_tail-t(4)-962","sym_long_tail","t(4)",962,0,0.00782,-0.00782,1,0.12941,5.80001,38,6,0.748440748440748,0.954261954261954,0.986486486486487,1
"4809","sym_long_tail-t(7)-962","sym_long_tail","t(7)",962,0,-0.01379,0.01379,1,-0.13749,3.99806,27,0,0.711018711018711,0.940748440748441,0.991683991683992,1
"4810","sym_long_tail-tukey(10)-962","sym_long_tail","tukey(10)",962,0,-0.0518,0.0518,1,0.04706,5.36782,251,164,0.777546777546778,0.914760914760915,0.983367983367983,1
"4811","sym_short_tail-uniform(0,1)-962","sym_short_tail","uniform(0,1)",962,0,0.04705,-0.04705,1,-0.12281,1.89268,0,0,0.592515592515592,1,1,1
"4812","sym_short_tail-beta(1.3,1.3)-962","sym_short_tail","beta(1.3,1.3)",962,0,0.05086,-0.05086,1,-0.08422,1.96632,0,0,0.607068607068607,1,1,1
"4813","sym_short_tail-beta(1.5,1.5)-962","sym_short_tail","beta(1.5,1.5)",962,0,0.0153,-0.0153,1,-0.05272,2.03446,0,0,0.615384615384615,1,1,1
"4814","sym_short_tail-tukey(1.5)-962","sym_short_tail","tukey(1.5)",962,0,0.041,-0.041,1,-0.09071,1.81917,0,0,0.577962577962578,1,1,1
"4815","sym_short_tail-truncatednormal(2,2)-962","sym_short_tail","truncatednormal(2,2)",962,0,0.03262,-0.03262,1,0.05407,2.946,7,0,0.674636174636175,0.959459459459459,0.996881496881497,1
"4816","asym_long_tail-Weibull(0.5,1)-962","asym_long_tail","Weibull(0.5,1)",962,0,-0.35672,0.35672,1,5.12907,40.57663,111,61,0.908523908523909,0.967775467775468,0.98024948024948,1
"4817","asym_long_tail-Weibull(2,1)-962","asym_long_tail","Weibull(2,1)",962,0,-0.11556,0.11556,1,0.67971,3.33115,10,0,0.669438669438669,0.963617463617464,0.992723492723493,1
"4818","asym_long_tail-lognormal(0,1)-962","asym_long_tail","lognormal(0,1)",962,0,-0.25252,0.25252,1,9.97411,165.8143,74,37,0.935550935550936,0.974012474012474,0.987525987525988,1
"4819","asym_long_tail-chisquared(4)-962","asym_long_tail","chisquared(4)",962,0,-0.23068,0.23068,1,1.39665,5.38342,32,2,0.743243243243243,0.955301455301455,0.983367983367983,1
"4820","asym_long_tail-chisquared(10)-962","asym_long_tail","chisquared(10)",962,0,-0.13839,0.13839,1,0.85189,3.69353,23,0,0.692307692307692,0.955301455301455,0.98960498960499,1
"4821","asym_short_tail-beta(2,1)-962","asym_short_tail","beta(2,1)",962,0,0.20924,-0.20924,1,-0.56757,2.40999,0,0,0.630977130977131,0.961538461538462,1,1
"4822","asym_short_tail-beta(3,2)-962","asym_short_tail","beta(3,2)",962,0,0.13705,-0.13705,1,-0.30421,2.25668,0,0,0.626819126819127,0.975051975051975,1,1
"4823","asym_short_tail-lognormal(0,0.15)-962","asym_short_tail","lognormal(0,0.15)",962,0,-0.09509,0.09509,1,0.50425,3.13678,11,0,0.685031185031185,0.95010395010395,0.993762993762994,1
"4824","asym_short_tail-lognormal(0,0.25)-962","asym_short_tail","lognormal(0,0.25)",962,0,-0.09535,0.09535,1,0.70484,4.07356,11,2,0.706860706860707,0.958419958419958,0.992723492723493,1
"4825","asym_short_tail-lognormal(0,0.35)-962","asym_short_tail","lognormal(0,0.35)",962,0,-0.14263,0.14263,1,0.93171,4.76144,15,2,0.701663201663202,0.953222453222453,0.991683991683992,1
"4826","normal(0.01)-Normal_548_5.48-962","normal(0.01)","Normal_548_5.48",962,0,0.00681,-0.00681,1,0.02923,2.74845,1,0,0.678794178794179,0.957380457380457,1,0
"4827","normal(0.1)-Normal_548_54.8-962","normal(0.1)","Normal_548_54.8",962,0,8e-05,-8e-05,1,-0.03745,2.98896,9,0,0.700623700623701,0.951143451143451,0.997920997920998,0
"4828","normal(0.2)-Normal_548_109.6-962","normal(0.2)","Normal_548_109.6",962,0,-0.05723,0.05723,1,0.12575,3.15523,6,0,0.696465696465696,0.949064449064449,0.995841995841996,0
"4829","normal(0.4)-Normal_548_219.2-962","normal(0.4)","Normal_548_219.2",962,0,-0.04001,0.04001,1,0.0063,2.98259,5,0,0.687110187110187,0.95010395010395,0.998960498960499,0
"4830","normal(0.6)-Normal_548_328.8-962","normal(0.6)","Normal_548_328.8",962,0,0.01299,-0.01299,1,-0.12784,3.00199,4,0,0.673596673596674,0.957380457380457,0.997920997920998,0
"4831","normal(0.01)-Normal_-605_6.05-962","normal(0.01)","Normal_-605_6.05",962,0,0.06085,-0.06085,1,-0.0561,2.87109,8,0,0.673596673596674,0.959459459459459,0.996881496881497,0
"4832","normal(0.1)-Normal_-605_60.5-962","normal(0.1)","Normal_-605_60.5",962,0,-0.02605,0.02605,1,0.06808,2.85049,6,0,0.673596673596674,0.955301455301455,0.997920997920998,0
"4833","normal(0.2)-Normal_-605_121-962","normal(0.2)","Normal_-605_121",962,0,-0.00586,0.00586,1,-0.07614,2.91038,3,0,0.686070686070686,0.953222453222453,0.996881496881497,0
"4834","normal(0.4)-Normal_-605_242-962","normal(0.4)","Normal_-605_242",962,0,-0.02047,0.02047,1,0.06086,2.90351,9,0,0.674636174636175,0.954261954261954,1,0
